favored_bin,n,n_games,mean_p,win_rate,loss_rate,implied_loss,excess_loss,loss_ratio,mean_minutes_remaining
"[0.5,0.6)",2877,2698,0.9585919360444908,0.9308307264511644,0.06916927354883556,0.04140806395550925,0.02776120959332633,1.6704300308064208,11.878072065809292
"[0.6,0.7)",2506,2346,0.9581548284118117,0.9305666400638468,0.06943335993615325,0.04184517158818839,0.02758818834796482,1.659292035398229,12.668224261771748
"[0.7,0.8)",1970,1869,0.9578167512690355,0.9406091370558376,0.05939086294416236,0.042183248730964504,0.017207614213197903,1.4079252957244768,14.768391708967851
"[0.8,0.9)",1083,1031,0.9562843951985226,0.9455216989843028,0.054478301015697124,0.04371560480147742,0.010762696214219733,1.2461980398783359,19.581848261003387
"[0.9,1]",227,212,0.9562643171806167,0.933920704845815,0.06607929515418501,0.043735682819383295,0.02234361233480172,1.5108783239323111,32.427511013215856
