league,method,time_index,regulation_fraction,bin_id,n_games,mean_forecast,observed_rate,gap,bin_lower,bin_upper
nba,linear,17,0.8500000000000001,10,827,0.9989998068655264,0.9987908101571947,-2.0899670831653794e-4,0.9989375,0.999
nba,linear,18,0.9,9,1655,0.9981719473676396,0.9987915407854985,6.195934178730244e-4,0.9928,0.999
nba,locf,2,0.1,10,833,0.8964669867947178,0.8559423769507803,-0.04052460984393758,0.847,0.989
nba,locf,3,0.15000000000000002,10,828,0.9086123188405796,0.8731884057971014,-0.03542391304347825,0.861,0.991
nba,locf,5,0.25,10,831,0.9307593261131171,0.9169675090252708,-0.013791817087845958,0.885,1
nba,locf,6,0.30000000000000004,10,830,0.9398036144578313,0.9253012048192771,-0.014502409638554209,0.895,0.997
nba,locf,7,0.35000000000000003,10,830,0.9485963855421696,0.927710843373494,-0.020885542168674692,0.907,0.999
nba,locf,8,0.4,10,831,0.9574933814681109,0.9494584837545126,-0.008034897713598058,0.918,0.999
nba,locf,9,0.45,10,836,0.965935406698566,0.9521531100478469,-0.013782296650717672,0.93,0.999
nba,locf,10,0.5,10,836,0.9729509569377995,0.9593301435406698,-0.013620813397129153,0.942,1
nba,locf,11,0.55,10,834,0.981269784172664,0.9712230215827338,-0.01004676258992803,0.956,0.999
nba,locf,13,0.65,10,829,0.992164053076001,0.9867310012062727,-0.005433051869722546,0.979,0.999
nba,linear,1,0.05,4,825,0.49653792753521037,0.4690909090909091,-0.02744701844430221,0.464904761904762,0.5288333333333334
nba,linear,5,0.25,1,826,0.13162227602905557,0.17796610169491525,0.04634382566585956,0,0.208
nba,linear,6,0.30000000000000004,1,824,0.11565238695017499,0.14927184466019416,0.03361945771001909,0.005,0.18991666666666693
nba,linear,7,0.35000000000000003,1,825,0.09826504384078032,0.14424242424242426,0.045977380401643946,0.0026666666666666596,0.16992307692307707
nba,linear,8,0.4,1,826,0.08285303046758034,0.12227602905569007,0.03942299858810973,0.001,0.1498
nba,linear,9,0.45,1,825,0.06813551110231048,0.10303030303030303,0.03489479192799256,0.001,0.1318888888888889
nba,linear,11,0.55,1,826,0.04123878384304157,0.07506053268765134,0.03382174884460978,0.001,0.09087500000000005
nba,linear,12,0.6000000000000001,2,826,0.1249901448267277,0.162227602905569,0.037237458078841705,0.07221428571428584,0.18849999999999945
nba,linear,13,0.65,1,826,0.02006942924584475,0.03753026634382567,0.01746083709798093,0.001,0.05406249999999977
nba,linear,18,0.9,1,826,0.0010148788005288124,0,-0.0010148788005288124,0.001,0.0015624999999999901
nba,locf,1,0.05,4,824,0.4967924757281554,0.4684466019417476,-0.028345873786407783,0.464,0.528
nba,locf,2,0.1,2,831,0.3240601684717214,0.34657039711191334,0.02251022864019251,0.27,0.372
nba,locf,5,0.25,1,826,0.13162227602905557,0.17796610169491525,0.04634382566585956,0,0.208
nba,locf,6,0.30000000000000004,1,820,0.11577439024390267,0.1524390243902439,0.036664634146341454,0.005,0.1910000000000001
nba,locf,7,0.35000000000000003,1,819,0.09777533577533581,0.13675213675213677,0.03897680097680097,0.003,0.16800000000000004
nba,locf,8,0.4,1,825,0.08340242424242435,0.12242424242424242,0.03902181818181817,0,0.151
nba,locf,9,0.45,1,826,0.06851452784503631,0.10290556900726393,0.03439104116222762,0.001,0.133
nba,locf,11,0.55,1,819,0.04129304029304024,0.07081807081807082,0.029525030525030523,0.001,0.089
nba,locf,12,0.6000000000000001,2,833,0.12482352941176478,0.15606242496998798,0.03123889555822328,0.071,0.188
nba,locf,13,0.65,1,824,0.020299757281553348,0.04004854368932039,0.019748786407767047,0.001,0.05300000000000005
nba,locf,18,0.9,1,808,0.0010000000000000007,0,-0.0010000000000000007,0.001,0.001
nba,linear,0,0,7,839,0.6651168057210969,0.635280095351609,-0.0298367103694875,0.638,0.695
nba,linear,1,0.05,6,826,0.61578037110315,0.589588377723971,-0.026191993379179504,0.5863749999999999,0.6442
nba,linear,2,0.1,4,821,0.49111487974612633,0.4774665042630938,-0.01364837548303149,0.45366666666666666,0.5269230769230769
nba,linear,4,0.2,7,827,0.6927846969437884,0.6807738814993954,-0.012010815444392236,0.6557499999999998,0.7291875
