league,n,prop_90,prop_95,prop_99,Dn_upper,dyadic_pvalue,dyadic_critical_value_95
NBA,8276,0.12699371677138716,0.06319478008699855,0.010512324794586757,0.09675639586797852,1e-4,0.022758948193656425
