boundary,threshold,n,n_games,mean_p,win_rate,loss_rate,implied_loss,excess_loss,loss_ratio,mean_minutes_remaining
strict,0.9,9361,8249,0.9129563080867429,0.8758679628244845,0.1241320371755156,0.08704369191325709,0.03708834526225835,1.4260888347798792,20.191978065021548
strict,0.95,8654,8154,0.9588405361682458,0.9356366997920037,0.0643633002079964,0.04115946383175414,0.023203836376242182,1.5637545831765844,14.134809144133735
strict,0.99,7606,7555,0.9930023665527216,0.9886931369971076,0.011306863002892405,0.00699763344727847,0.004309229555613954,1.6158124154516678,7.806407003243053
weak,0.9,9371,8250,0.9121108739728951,0.8749333048767474,0.12506669512325289,0.08788912602710487,0.037177569096147695,1.423005333841669,20.30714900579803
weak,0.95,8663,8156,0.9579397437377352,0.9348955327253838,0.06510446727461602,0.04206025626226484,0.023044211012351358,1.547885654064018,14.265462503366807
weak,0.99,7660,7598,0.9922058746736292,0.9874673629242819,0.012532637075718061,0.007794125326370766,0.004738511749347198,1.6079593990251786,8.042344212358572
