boundary,threshold,n,n_games,mean_p,win_rate,loss_rate,implied_loss,excess_loss,loss_ratio,mean_minutes_remaining
strict,0.9,9429,8269,0.9135746102449889,0.8767631774313289,0.12323682256867098,0.08642538975501111,0.03681143281366003,1.4259330842245403,20.04635592321561
strict,0.95,8822,8266,0.95960020403536606,0.9368623894808433,0.06313761051915681,0.0403997959646339,0.022737814554522746,1.562820034398878,13.865631942870102
strict,0.99,8352,8265,0.9935899185823754,0.9895833333333334,0.010416666666666581,0.0064100814176245215,0.004006585249042221,1.6250443618431978,7.108907846424008
weak,0.9,9439,8269,0.9127346117173429,0.875834304481407,0.124165695518593,0.08726538828265704,0.03690030723593603,1.4228515790981642,20.16085143200198
weak,0.95,8829,8266,0.9587064220183485,0.9361196058443765,0.06388039415562355,0.041293577981651404,0.022586816173972134,1.5469813292519357,13.99724411975686
weak,0.99,8362,8265,0.9928214541975604,0.9883999043291078,0.011600095670892143,0.007178545802439615,0.00442154986845246,1.6159394938944143,7.36694730128359
