season,game_id,game_date,home_team_abbr,away_team_abbr,sequence_number,game_seconds_remaining,game_minutes_remaining,side,team,p,y,lead,start_prob,threshold,boundary,residual,loss,implied_loss,favoredness,minute_bin,favored_bin
2021,401326543,2021-12-19,BAL,GB,414600,0,0,away,GB,1,1,1,0.6223000000000001,0.99,weak,0,0,0,0.6223000000000001,"[-Inf,1)","[0.6,0.7)"
2021,401326571,2022-01-02,CIN,KC,419600,0,0,home,CIN,1,1,3,0.3875,0.99,weak,0,0,0,0.6125,"[-Inf,1)","[0.6,0.7)"
2021,401326573,2022-01-02,IND,LV,375700,0,0,away,LV,1,1,3,0.2632,0.99,weak,0,0,0,0.7368,"[-Inf,1)","[0.7,0.8)"
2021,401326586,2022-01-09,BAL,PIT,466700,0,0,away,PIT,1,1,3,0.43010000000000004,0.99,weak,0,0,0,0.5699,"[-Inf,1)","[0.5,0.6)"
2021,401326599,2022-01-09,LAR,SF,415900,0,0,away,SF,1,1,3,0.3821,0.99,weak,0,0,0,0.6179,"[-Inf,1)","[0.6,0.7)"
2022,401437634,2022-09-11,CIN,PIT,516400,0,0,away,PIT,1,1,3,0.22260000000000002,0.99,weak,0,0,0,0.7774,"[-Inf,1)","[0.7,0.8)"
2022,401437650,2022-09-11,ATL,NO,438900,0,0,away,NO,1,1,1,0.7188,0.99,weak,0,0,0,0.7188,"[-Inf,1)","[0.7,0.8)"
2022,401437734,2022-09-18,DAL,CIN,398900,0,0,home,DAL,1,1,3,0.1779,0.99,weak,0,0,0,0.8221,"[-Inf,1)","[0.8,0.9)"
2022,401437737,2022-09-25,CHI,HOU,397800,0,0,home,CHI,1,1,3,0.5154,0.99,weak,0,0,0,0.5154,"[-Inf,1)","[0.5,0.6)"
2022,401437738,2022-09-25,MIA,BUF,411400,0,0,home,MIA,1,1,2,0.4553,0.99,weak,0,0,0,0.5447,"[-Inf,1)","[0.5,0.6)"
2022,401437750,2022-10-02,BAL,BUF,396300,0,0,away,BUF,1,1,3,0.45589999999999997,0.99,weak,0,0,0,0.5441,"[-Inf,1)","[0.5,0.6)"
2022,401437759,2022-10-02,GB,NE,407800,0,0,home,GB,1,1,3,0.8955,0.99,weak,0,0,0,0.8955,"[-Inf,1)","[0.8,0.9)"
2022,401437771,2022-10-09,WSH,TEN,401700,0,0,away,TEN,1,1,4,0.35119999999999996,0.99,weak,0,0,0,0.6488,"[-Inf,1)","[0.6,0.7)"
2022,401437775,2022-10-10,BAL,CIN,386800,0,0,home,BAL,1,1,2,0.5094,0.99,weak,0,0,0,0.5094,"[-Inf,1)","[0.5,0.6)"
2022,401437785,2022-10-16,PIT,TB,412200,0,0,home,PIT,1,1,2,0.1725,0.99,weak,0,0,0,0.8275,"[-Inf,1)","[0.8,0.9)"
2022,401437814,2022-10-30,IND,WSH,359000,0,0,away,WSH,1,1,1,0.512,0.99,weak,0,0,0,0.512,"[-Inf,1)","[0.5,0.6)"
2022,401437820,2022-11-06,ATL,LAC,383100,0,0,away,LAC,1,1,3,0.42889999999999995,0.99,weak,0,0,0,0.5711,"[-Inf,1)","[0.5,0.6)"
2022,401437867,2022-11-27,ARI,LAC,404800,0,0,away,LAC,1,1,1,0.35540000000000005,0.99,weak,0,0,0,0.6446,"[-Inf,1)","[0.6,0.7)"
2022,401437902,2022-12-18,BUF,MIA,433400,0,0,home,BUF,0.999,1,3,0.7762,0.99,weak,-0.0010000000000000009,0,0.0010000000000000009,0.7762,"[-Inf,1)","[0.7,0.8)"
2022,401437915,2022-12-18,LV,NE,421900,0,0,home,LV,1,1,6,0.6331,0.99,weak,0,0,0,0.6331,"[-Inf,1)","[0.6,0.7)"
2022,401437923,2022-12-24,MIN,NYG,416800,0,0,home,MIN,1,1,3,0.6983,0.99,weak,0,0,0,0.6983,"[-Inf,1)","[0.6,0.7)"
2022,401437933,2023-01-01,ATL,ARI,404800,0,0,home,ATL,1,1,1,0.8186,0.99,weak,0,0,0,0.8186,"[-Inf,1)","[0.8,0.9)"
2022,401437953,2023-01-08,IND,HOU,421400,0,0,away,HOU,1,1,1,0.7378,0.99,weak,0,0,0,0.7378,"[-Inf,1)","[0.7,0.8)"
2022,401437956,2023-01-08,NO,CAR,355300,0,0,away,CAR,1,1,3,0.38870000000000005,0.99,weak,0,0,0,0.6113,"[-Inf,1)","[0.6,0.7)"
2022,401437960,2023-01-08,DEN,LAC,408700,0,0,home,DEN,1,1,3,0.2381,0.99,weak,0,0,0,0.7619,"[-Inf,1)","[0.7,0.8)"
2023,401547463,2023-10-08,ATL,HOU,443800,0,0,home,ATL,0.999,1,2,0.5277,0.99,weak,-0.0010000000000000009,0,0.0010000000000000009,0.5277,"[-Inf,1)","[0.5,0.6)"
2023,401547481,2023-10-16,BUF,NYG,449000,0,0,home,BUF,1,1,5,0.9489,0.99,weak,0,0,0,0.9489,"[-Inf,1)","[0.9,1]"
2023,401547486,2023-10-22,NYG,WSH,458800,0,0,home,NYG,1,1,7,0.3844,0.99,weak,0,0,0,0.6155999999999999,"[-Inf,1)","[0.6,0.7)"
2023,401547491,2023-10-22,TB,ATL,441600,0,0,away,ATL,1,1,3,0.4729,0.99,weak,0,0,0,0.5271,"[-Inf,1)","[0.5,0.6)"
2023,401547504,2023-10-29,CAR,HOU,398800,0,0,home,CAR,1,1,2,0.3705,0.99,weak,0,0,0,0.6295,"[-Inf,1)","[0.6,0.7)"
2023,401547518,2023-11-05,ATL,MIN,461000,0,0,away,MIN,1,1,3,0.4901,0.99,weak,0,0,0,0.5099,"[-Inf,1)","[0.5,0.6)"
2023,401547529,2023-11-12,ARI,ATL,430800,0,0,home,ARI,1,1,2,0.4392,0.99,weak,0,0,0,0.5608,"[-Inf,1)","[0.5,0.6)"
2023,401547530,2023-11-12,LAC,DET,419100,0,0,away,DET,1,1,3,0.40769999999999995,0.99,weak,0,0,0,0.5923,"[-Inf,1)","[0.5,0.6)"
2023,401547531,2023-11-12,BAL,CLE,443100,0,0,away,CLE,1,1,2,0.2994,0.99,weak,0,0,0,0.7006,"[-Inf,1)","[0.7,0.8)"
2023,401547535,2023-11-12,SEA,WSH,465800,0,0,home,SEA,1,1,3,0.6362,0.99,weak,0,0,0,0.6362,"[-Inf,1)","[0.6,0.7)"
2023,401547536,2023-11-13,LV,NYJ,418400,0,0,home,LV,1,1,4,0.4424,0.99,weak,0,0,0,0.5576,"[-Inf,1)","[0.5,0.6)"
2023,401547537,2023-11-14,BUF,DEN,450300,0,0,away,DEN,1,1,2,0.21230000000000004,0.99,weak,0,0,0,0.7877,"[-Inf,1)","[0.7,0.8)"
2023,401547579,2023-12-10,ATL,TB,445100,0,0,away,TB,1,1,4,0.5131,0.99,weak,0,0,0,0.5131,"[-Inf,1)","[0.5,0.6)"
2023,401547591,2023-12-12,NYG,GB,427700,0,0,home,NYG,1,1,2,0.2747,0.99,weak,0,0,0,0.7253000000000001,"[-Inf,1)","[0.7,0.8)"
2023,401547603,2023-12-17,CAR,ATL,371300,0,0,home,CAR,1,1,2,0.3345,0.99,weak,0,0,0,0.6655,"[-Inf,1)","[0.6,0.7)"
2023,401547614,2023-12-24,TEN,SEA,431100,0,0,away,SEA,1,1,3,0.48009999999999997,0.99,weak,0,0,0,0.5199,"[-Inf,1)","[0.5,0.6)"
2023,401547620,2023-12-24,MIA,DAL,413300,0,0,home,MIA,1,1,2,0.4991,0.99,weak,0,0,0,0.5009,"[-Inf,1)","[0.5,0.6)"
2024,401671492,2024-11-28,DET,CHI,445000,0,0,home,DET,1,1,3,0.7633,0.99,weak,0,0,0,0.7633,"[-Inf,1)","[0.7,0.8)"
2024,401671599,2024-10-27,WSH,CHI,451800,0,0,home,WSH,1,1,3,0.502,0.99,weak,0,0,0,0.502,"[-Inf,1)","[0.5,0.6)"
2024,401671635,2024-09-15,JAX,CLE,440200,0,0,away,CLE,1,1,5,0.4427,0.99,weak,0,0,0,0.5573,"[-Inf,1)","[0.5,0.6)"
2024,401671644,2024-10-20,GB,HOU,393500,0,0,home,GB,1,1,2,0.5793,0.99,weak,0,0,0,0.5793,"[-Inf,1)","[0.5,0.6)"
2024,401671651,2024-11-24,CAR,KC,451400,0,0,away,KC,1,1,3,0.7653,0.99,weak,0,0,0,0.7653,"[-Inf,1)","[0.7,0.8)"
2024,401671670,2024-09-15,KC,CIN,417500,0,0,home,KC,1,1,1,0.6633,0.99,weak,0,0,0,0.6633,"[-Inf,1)","[0.6,0.7)"
2024,401671699,2024-10-22,ARI,LAC,393300,0,0,home,ARI,1,1,2,0.5147,0.99,weak,0,0,0,0.5147,"[-Inf,1)","[0.5,0.6)"
2024,401671700,2024-10-06,NE,MIA,447500,0,0,away,MIA,1,1,5,0.41400000000000003,0.99,weak,0,0,0,0.586,"[-Inf,1)","[0.5,0.6)"
2024,401671705,2024-12-01,JAX,HOU,441000,0,0,away,HOU,1,1,3,0.5667,0.99,weak,0,0,0,0.5667,"[-Inf,1)","[0.5,0.6)"
2024,401671707,2024-10-27,JAX,GB,428300,0,0,away,GB,1,1,3,0.6639999999999999,0.99,weak,0,0,0,0.6639999999999999,"[-Inf,1)","[0.6,0.7)"
2024,401671716,2024-09-15,WSH,NYG,418600,0,0,home,WSH,1,1,3,0.596,0.99,weak,0,0,0,0.596,"[-Inf,1)","[0.5,0.6)"
2024,401671737,2024-12-15,NO,WSH,436400,0,0,away,WSH,1,1,1,0.6893,0.99,weak,0,0,0,0.6893,"[-Inf,1)","[0.6,0.7)"
2024,401671739,2024-10-27,TB,ATL,446000,0,0,away,ATL,1,1,5,0.42269999999999996,0.99,weak,0,0,0,0.5773,"[-Inf,1)","[0.5,0.6)"
2024,401671742,2024-11-10,TB,SF,411100,0,0,away,SF,1,1,3,0.5287,0.99,weak,0,0,0,0.5287,"[-Inf,1)","[0.5,0.6)"
2024,401671787,2024-11-11,HOU,DET,422400,0,0,away,DET,1,1,3,0.6313,0.99,weak,0,0,0,0.6313,"[-Inf,1)","[0.6,0.7)"
2024,401671788,2024-12-09,KC,LAC,422300,0,0,home,KC,1,1,2,0.6107,0.99,weak,0,0,0,0.6107,"[-Inf,1)","[0.6,0.7)"
2024,401671789,2024-09-06,KC,BAL,431300,0,0,home,KC,1,1,7,0.5833,0.99,weak,0,0,0,0.5833,"[-Inf,1)","[0.5,0.6)"
2024,401671814,2024-12-06,DET,GB,430900,0,0,home,DET,1,1,3,0.6053,0.99,weak,0,0,0,0.6053,"[-Inf,1)","[0.6,0.7)"
2024,401671844,2025-01-05,GB,CHI,426700,0,0,away,CHI,1,1,2,0.25470000000000004,0.99,weak,0,0,0,0.7453,"[-Inf,1)","[0.7,0.8)"
2024,401671849,2024-09-08,MIA,JAX,409800,0,0,home,MIA,1,1,3,0.588,0.99,weak,0,0,0,0.588,"[-Inf,1)","[0.5,0.6)"
2024,401671850,2024-10-27,MIA,ARI,427300,0,0,away,ARI,1,1,1,0.52,0.99,weak,0,0,0,0.52,"[-Inf,1)","[0.5,0.6)"
2024,401671859,2024-10-06,HOU,BUF,420500,0,0,home,HOU,1,1,3,0.434,0.99,weak,0,0,0,0.5660000000000001,"[-Inf,1)","[0.5,0.6)"
2024,401671875,2024-11-22,CLE,PIT,412800,0,0,home,CLE,1,1,5,0.4433,0.99,weak,0,0,0,0.5567,"[-Inf,1)","[0.5,0.6)"
2018,401030702,2018-10-07,BUF,TEN,388600,0,0,home,BUF,1,1,1,0.429,0.9,strict,0,0,0,0.571,"[-Inf,1)","[0.5,0.6)"
2018,401030710,2018-09-07,PHI,ATL,449400,0,0,home,PHI,1,1,6,0.588,0.9,strict,0,0,0,0.588,"[-Inf,1)","[0.5,0.6)"
2018,401030761,2018-12-09,MIA,NE,417200,0,0,home,MIA,1,1,1,0.243,0.9,strict,0,0,0,0.757,"[-Inf,1)","[0.7,0.8)"
2018,401030845,2018-09-30,DAL,DET,380500,0,0,home,DAL,1,1,2,0.688,0.9,strict,0,0,0,0.688,"[-Inf,1)","[0.6,0.7)"
2018,401030848,2018-09-30,ARI,SEA,421800,0,0,away,SEA,1,1,3,0.673,0.9,strict,0,0,0,0.673,"[-Inf,1)","[0.6,0.7)"
2018,401030920,2018-11-25,CAR,SEA,403700,0,0,away,SEA,1,1,3,0.405,0.9,strict,0,0,0,0.595,"[-Inf,1)","[0.5,0.6)"
2018,401030969,2018-11-18,LAC,DEN,435100,0,0,away,DEN,1,1,1,0.236,0.9,strict,0,0,0,0.764,"[-Inf,1)","[0.7,0.8)"
2018,401030970,2018-11-18,ARI,OAK,429600,0,0,away,OAK,1,1,2,0.44999999999999996,0.9,strict,0,0,0,0.55,"[-Inf,1)","[0.5,0.6)"
2019,401127969,2019-12-08,NYJ,MIA,441300,0,0,home,NYJ,1,1,1,0.718,0.9,strict,0,0,0,0.718,"[-Inf,1)","[0.7,0.8)"
2019,401128027,2019-12-01,BAL,SF,358800,0,0,home,BAL,1,1,3,0.68,0.9,strict,0,0,0,0.68,"[-Inf,1)","[0.6,0.7)"
2019,401128034,2019-12-29,TB,ATL,436900,0,0,away,ATL,1,1,6,0.401,0.9,strict,0,0,0,0.599,"[-Inf,1)","[0.5,0.6)"
2019,401128039,2019-10-27,CHI,LAC,422400,0,0,away,LAC,1,1,1,0.357,0.9,strict,0,0,0,0.643,"[-Inf,1)","[0.6,0.7)"
2019,401128079,2019-11-03,KC,MIN,455100,0,0,home,KC,1,1,3,0.406,0.9,strict,0,0,0,0.594,"[-Inf,1)","[0.5,0.6)"
2019,401128081,2019-11-17,MIN,DEN,440900,0,0,home,MIN,1,1,4,0.793,0.9,strict,0,0,0,0.793,"[-Inf,1)","[0.7,0.8)"
2020,401220135,2020-11-29,NE,ARI,396500,0,0,home,NE,1,1,3,0.484,0.9,strict,0,0,0,0.516,"[-Inf,1)","[0.5,0.6)"
2020,401220140,2020-11-10,NYJ,NE,398100,0,0,away,NE,1,1,3,0.7150000000000001,0.9,strict,0,0,0,0.7150000000000001,"[-Inf,1)","[0.7,0.8)"
2020,401220150,2020-11-22,BAL,TEN,424400,0,0,away,TEN,1,1,6,0.31999999999999995,0.9,strict,0,0,0,0.68,"[-Inf,1)","[0.6,0.7)"
2020,401220212,2020-11-01,DEN,LAC,476000,0,0,home,DEN,1,1,1,0.537,0.9,strict,0,0,0,0.537,"[-Inf,1)","[0.5,0.6)"
2020,401220235,2020-09-20,LAC,KC,484100,0,0,away,KC,1,1,3,0.712,0.9,strict,0,0,0,0.712,"[-Inf,1)","[0.7,0.8)"
2020,401220236,2020-11-08,LAC,LV,406900,0,0,away,LV,1,1,5,0.54,0.9,strict,0,0,0,0.54,"[-Inf,1)","[0.5,0.6)"
2020,401220239,2020-12-13,LAC,ATL,395500,0,0,home,LAC,1,1,3,0.426,0.9,strict,0,0,0,0.5740000000000001,"[-Inf,1)","[0.5,0.6)"
2020,401220249,2020-09-20,DAL,ATL,515400,0,0,home,DAL,1,1,1,0.645,0.9,strict,0,0,0,0.645,"[-Inf,1)","[0.6,0.7)"
2020,401220310,2020-10-25,ATL,DET,432600,0,0,away,DET,1,1,1,0.40700000000000003,0.9,strict,0,0,0,0.593,"[-Inf,1)","[0.5,0.6)"
2021,401326127,2021-09-17,WSH,NYG,464600,0,0,home,WSH,1,1,1,0.5617,0.9,strict,0,0,0,0.5617,"[-Inf,1)","[0.5,0.6)"
2021,401326325,2021-10-17,JAX,MIA,454000,0,0,home,JAX,1,1,3,0.3887,0.9,strict,0,0,0,0.6113,"[-Inf,1)","[0.6,0.7)"
2021,401326359,2021-09-19,LAC,DAL,414500,0,0,away,DAL,1,1,3,0.49660000000000004,0.9,strict,0,0,0,0.5034,"[-Inf,1)","[0.5,0.6)"
2021,401326513,2021-12-05,DET,MIN,456100,0,0,home,DET,1,1,2,0.3205,0.9,strict,0,0,0,0.6795,"[-Inf,1)","[0.6,0.7)"
2021,401326537,2021-12-17,LAC,KC,446300,0,0,away,KC,1,1,6,0.5153,0.9,strict,0,0,0,0.5153,"[-Inf,1)","[0.5,0.6)"
2021,401326539,2021-12-20,CLE,LV,423400,0,0,away,LV,1,1,2,0.37639999999999996,0.9,strict,0,0,0,0.6236,"[-Inf,1)","[0.6,0.7)"
2022,401437734,2022-09-18,DAL,CIN,398900,0,0,home,DAL,1,1,3,0.1779,0.9,strict,0,0,0,0.8221,"[-Inf,1)","[0.8,0.9)"
2022,401437771,2022-10-09,WSH,TEN,401700,0,0,away,TEN,1,1,4,0.35119999999999996,0.9,strict,0,0,0,0.6488,"[-Inf,1)","[0.6,0.7)"
2022,401437775,2022-10-10,BAL,CIN,386800,0,0,home,BAL,1,1,2,0.5094,0.9,strict,0,0,0,0.5094,"[-Inf,1)","[0.5,0.6)"
2022,401437956,2023-01-08,NO,CAR,355300,0,0,away,CAR,1,1,3,0.38870000000000005,0.9,strict,0,0,0,0.6113,"[-Inf,1)","[0.6,0.7)"
2023,401547491,2023-10-22,TB,ATL,441600,0,0,away,ATL,1,1,3,0.4729,0.9,strict,0,0,0,0.5271,"[-Inf,1)","[0.5,0.6)"
2023,401547531,2023-11-12,BAL,CLE,443100,0,0,away,CLE,1,1,2,0.2994,0.9,strict,0,0,0,0.7006,"[-Inf,1)","[0.7,0.8)"
2023,401547537,2023-11-14,BUF,DEN,450300,0,0,away,DEN,1,1,2,0.21230000000000004,0.9,strict,0,0,0,0.7877,"[-Inf,1)","[0.7,0.8)"
2023,401547591,2023-12-12,NYG,GB,427700,0,0,home,NYG,1,1,2,0.2747,0.9,strict,0,0,0,0.7253000000000001,"[-Inf,1)","[0.7,0.8)"
2024,401671644,2024-10-20,GB,HOU,393500,0,0,home,GB,1,1,2,0.5793,0.9,strict,0,0,0,0.5793,"[-Inf,1)","[0.5,0.6)"
2024,401671670,2024-09-15,KC,CIN,417500,0,0,home,KC,1,1,1,0.6633,0.9,strict,0,0,0,0.6633,"[-Inf,1)","[0.6,0.7)"
2024,401671742,2024-11-10,TB,SF,411100,0,0,away,SF,1,1,3,0.5287,0.9,strict,0,0,0,0.5287,"[-Inf,1)","[0.5,0.6)"
2024,401671787,2024-11-11,HOU,DET,422400,0,0,away,DET,1,1,3,0.6313,0.9,strict,0,0,0,0.6313,"[-Inf,1)","[0.6,0.7)"
2024,401671849,2024-09-08,MIA,JAX,409800,0,0,home,MIA,1,1,3,0.588,0.9,strict,0,0,0,0.588,"[-Inf,1)","[0.5,0.6)"
2018,401030694,2018-09-16,TEN,HOU,390800,0,0,home,TEN,1,1,3,0.506,0.95,strict,0,0,0,0.506,"[-Inf,1)","[0.5,0.6)"
2018,401030701,2018-10-14,WSH,CAR,402600,0,0,home,WSH,1,1,6,0.557,0.95,strict,0,0,0,0.557,"[-Inf,1)","[0.5,0.6)"
2018,401030702,2018-10-07,BUF,TEN,388600,0,0,home,BUF,1,1,1,0.429,0.95,strict,0,0,0,0.571,"[-Inf,1)","[0.5,0.6)"
2018,401030710,2018-09-07,PHI,ATL,449400,0,0,home,PHI,1,1,6,0.588,0.95,strict,0,0,0,0.588,"[-Inf,1)","[0.5,0.6)"
2018,401030761,2018-12-09,MIA,NE,417200,0,0,home,MIA,1,1,1,0.243,0.95,strict,0,0,0,0.757,"[-Inf,1)","[0.7,0.8)"
2018,401030770,2018-10-07,CLE,BAL,508300,0,0,home,CLE,1,1,3,0.279,0.95,strict,0,0,0,0.721,"[-Inf,1)","[0.7,0.8)"
2018,401030772,2018-10-28,ARI,SF,432900,0,0,home,ARI,1,1,3,0.446,0.95,strict,0,0,0,0.554,"[-Inf,1)","[0.5,0.6)"
2018,401030783,2018-10-16,GB,SF,400600,0,0,home,GB,1,1,3,0.78,0.95,strict,0,0,0,0.78,"[-Inf,1)","[0.7,0.8)"
2018,401030820,2018-12-30,TB,ATL,438900,0,0,away,ATL,1,1,2,0.523,0.95,strict,0,0,0,0.523,"[-Inf,1)","[0.5,0.6)"
2018,401030831,2018-10-08,HOU,DAL,447000,0,0,home,HOU,1,1,3,0.584,0.95,strict,0,0,0,0.584,"[-Inf,1)","[0.5,0.6)"
2018,401030845,2018-09-30,DAL,DET,380500,0,0,home,DAL,1,1,2,0.688,0.95,strict,0,0,0,0.688,"[-Inf,1)","[0.6,0.7)"
2018,401030848,2018-09-30,ARI,SEA,421800,0,0,away,SEA,1,1,3,0.673,0.95,strict,0,0,0,0.673,"[-Inf,1)","[0.6,0.7)"
2018,401030920,2018-11-25,CAR,SEA,403700,0,0,away,SEA,1,1,3,0.405,0.95,strict,0,0,0,0.595,"[-Inf,1)","[0.5,0.6)"
2018,401030924,2018-12-16,JAX,WSH,393500,0,0,away,WSH,1,1,3,0.31799999999999995,0.95,strict,0,0,0,0.682,"[-Inf,1)","[0.6,0.7)"
2018,401030929,2018-11-18,ATL,DAL,378000,0,0,away,DAL,1,1,3,0.404,0.95,strict,0,0,0,0.596,"[-Inf,1)","[0.5,0.6)"
2018,401030951,2018-12-03,PIT,LAC,414800,0,0,away,LAC,0.978,1,0,0.41000000000000003,0.95,strict,-0.02200000000000002,0,0.02200000000000002,0.59,"[-Inf,1)","[0.5,0.6)"
2018,401030962,2018-12-02,JAX,IND,427600,0,0,home,JAX,1,1,6,0.425,0.95,strict,0,0,0,0.575,"[-Inf,1)","[0.5,0.6)"
2018,401030969,2018-11-18,LAC,DEN,435100,0,0,away,DEN,1,1,1,0.236,0.95,strict,0,0,0,0.764,"[-Inf,1)","[0.7,0.8)"
2018,401030970,2018-11-18,ARI,OAK,429600,0,0,away,OAK,1,1,2,0.44999999999999996,0.95,strict,0,0,0,0.55,"[-Inf,1)","[0.5,0.6)"
2019,401127969,2019-12-08,NYJ,MIA,441300,0,0,home,NYJ,1,1,1,0.718,0.95,strict,0,0,0,0.718,"[-Inf,1)","[0.7,0.8)"
2019,401127983,2019-12-29,DET,GB,471800,0,0,away,GB,1,1,3,0.6990000000000001,0.95,strict,0,0,0,0.6990000000000001,"[-Inf,1)","[0.6,0.7)"
2019,401127992,2019-11-12,SF,SEA,540300,0,0,away,SEA,1,1,3,0.247,0.95,strict,0,0,0,0.753,"[-Inf,1)","[0.7,0.8)"
2019,401128027,2019-12-01,BAL,SF,358800,0,0,home,BAL,1,1,3,0.68,0.95,strict,0,0,0,0.68,"[-Inf,1)","[0.6,0.7)"
2019,401128034,2019-12-29,TB,ATL,436900,0,0,away,ATL,1,1,6,0.401,0.95,strict,0,0,0,0.599,"[-Inf,1)","[0.5,0.6)"
2019,401128039,2019-10-27,CHI,LAC,422400,0,0,away,LAC,1,1,1,0.357,0.95,strict,0,0,0,0.643,"[-Inf,1)","[0.6,0.7)"
2019,401128079,2019-11-03,KC,MIN,455100,0,0,home,KC,1,1,3,0.406,0.95,strict,0,0,0,0.594,"[-Inf,1)","[0.5,0.6)"
2019,401128081,2019-11-17,MIN,DEN,440900,0,0,home,MIN,1,1,4,0.793,0.95,strict,0,0,0,0.793,"[-Inf,1)","[0.7,0.8)"
2019,401128097,2019-09-29,DEN,JAX,439000,0,0,away,JAX,1,1,2,0.41200000000000003,0.95,strict,0,0,0,0.588,"[-Inf,1)","[0.5,0.6)"
2019,401128104,2019-12-01,DEN,LAC,379700,0,0,home,DEN,1,1,3,0.444,0.95,strict,0,0,0,0.556,"[-Inf,1)","[0.5,0.6)"
2019,401128120,2019-09-15,DEN,CHI,438200,0,0,away,CHI,1,1,2,0.51,0.95,strict,0,0,0,0.51,"[-Inf,1)","[0.5,0.6)"
2020,401220135,2020-11-29,NE,ARI,396500,0,0,home,NE,1,1,3,0.484,0.95,strict,0,0,0,0.516,"[-Inf,1)","[0.5,0.6)"
2020,401220140,2020-11-10,NYJ,NE,398100,0,0,away,NE,1,1,3,0.7150000000000001,0.95,strict,0,0,0,0.7150000000000001,"[-Inf,1)","[0.7,0.8)"
2020,401220150,2020-11-22,BAL,TEN,424400,0,0,away,TEN,1,1,6,0.31999999999999995,0.95,strict,0,0,0,0.68,"[-Inf,1)","[0.6,0.7)"
2020,401220212,2020-11-01,DEN,LAC,476000,0,0,home,DEN,1,1,1,0.537,0.95,strict,0,0,0,0.537,"[-Inf,1)","[0.5,0.6)"
2020,401220235,2020-09-20,LAC,KC,484100,0,0,away,KC,1,1,3,0.712,0.95,strict,0,0,0,0.712,"[-Inf,1)","[0.7,0.8)"
2020,401220236,2020-11-08,LAC,LV,406900,0,0,away,LV,1,1,5,0.54,0.95,strict,0,0,0,0.54,"[-Inf,1)","[0.5,0.6)"
2020,401220239,2020-12-13,LAC,ATL,395500,0,0,home,LAC,1,1,3,0.426,0.95,strict,0,0,0,0.5740000000000001,"[-Inf,1)","[0.5,0.6)"
2020,401220249,2020-09-20,DAL,ATL,515400,0,0,home,DAL,1,1,1,0.645,0.95,strict,0,0,0,0.645,"[-Inf,1)","[0.6,0.7)"
2020,401220267,2020-11-08,WSH,NYG,420800,0,0,away,NYG,1,1,3,0.34299999999999997,0.95,strict,0,0,0,0.657,"[-Inf,1)","[0.6,0.7)"
2020,401220282,2020-09-13,DET,CHI,454200,0,0,away,CHI,1,1,4,0.516,0.95,strict,0,0,0,0.516,"[-Inf,1)","[0.5,0.6)"
2020,401220305,2020-11-22,MIN,DAL,401500,0,0,away,DAL,1,1,3,0.23099999999999998,0.95,strict,0,0,0,0.769,"[-Inf,1)","[0.7,0.8)"
2020,401220310,2020-10-25,ATL,DET,432600,0,0,away,DET,1,1,1,0.40700000000000003,0.95,strict,0,0,0,0.593,"[-Inf,1)","[0.5,0.6)"
2020,401220326,2020-10-13,NO,LAC,487800,0,0,home,NO,1,1,3,0.778,0.95,strict,0,0,0,0.778,"[-Inf,1)","[0.7,0.8)"
2020,401220338,2020-10-26,ARI,SEA,550200,0,0,home,ARI,1,1,3,0.418,0.95,strict,0,0,0,0.5820000000000001,"[-Inf,1)","[0.5,0.6)"
2020,401220343,2020-09-27,ARI,DET,429000,0,0,away,DET,1,1,3,0.32099999999999995,0.95,strict,0,0,0,0.679,"[-Inf,1)","[0.6,0.7)"
2020,401220345,2020-11-29,LAR,SF,437500,0,0,away,SF,1,1,3,0.45899999999999996,0.95,strict,0,0,0,0.541,"[-Inf,1)","[0.5,0.6)"
2021,401326127,2021-09-17,WSH,NYG,464600,0,0,home,WSH,1,1,1,0.5617,0.95,strict,0,0,0,0.5617,"[-Inf,1)","[0.5,0.6)"
2021,401326316,2021-09-12,CIN,MIN,493900,0,0,home,CIN,1,1,3,0.4704,0.95,strict,0,0,0,0.5296000000000001,"[-Inf,1)","[0.5,0.6)"
2021,401326325,2021-10-17,JAX,MIA,454000,0,0,home,JAX,1,1,3,0.3887,0.95,strict,0,0,0,0.6113,"[-Inf,1)","[0.6,0.7)"
2021,401326359,2021-09-19,LAC,DAL,414500,0,0,away,DAL,1,1,3,0.49660000000000004,0.95,strict,0,0,0,0.5034,"[-Inf,1)","[0.5,0.6)"
2021,401326366,2021-09-26,DET,BAL,408050,0,0,away,BAL,1,1,2,0.7152000000000001,0.95,strict,0,0,0,0.7152000000000001,"[-Inf,1)","[0.7,0.8)"
2021,401326370,2021-09-26,NYG,ATL,416100,0,0,away,ATL,1,1,3,0.3647,0.95,strict,0,0,0,0.6353,"[-Inf,1)","[0.6,0.7)"
2021,401326377,2021-09-27,SF,GB,435500,0,0,away,GB,1,1,2,0.3833,0.95,strict,0,0,0,0.6167,"[-Inf,1)","[0.6,0.7)"
2021,401326379,2021-10-01,CIN,JAX,360800,0,0,home,CIN,1,1,3,0.6929,0.95,strict,0,0,0,0.6929,"[-Inf,1)","[0.6,0.7)"
2021,401326452,2021-11-07,BAL,MIN,497500,0,0,home,BAL,1,1,3,0.6362,0.95,strict,0,0,0,0.6362,"[-Inf,1)","[0.6,0.7)"
2021,401326471,2021-11-14,TEN,NO,414700,0,0,home,TEN,1,1,2,0.6034,0.95,strict,0,0,0,0.6034,"[-Inf,1)","[0.6,0.7)"
