league,method,time_index,regulation_fraction,bin_id,n_games,mean_forecast,observed_rate,gap,bin_lower,bin_upper
nfl,linear,8,0.4,6,185,0.6075022286613315,0.6,-0.007502228661331225,0.5603478260869565,0.6505000000000001
nfl,linear,9,0.45,3,185,0.32418657812337665,0.2972972972972973,-0.026889280826079328,0.274,0.378625
nfl,linear,10,0.5,3,185,0.2896297297297298,0.2810810810810811,-0.008548648648648644,0.2306,0.3496
nfl,linear,11,0.55,3,185,0.26989002568142956,0.23243243243243245,-0.03745759324899703,0.2083065217391303,0.33372500000000005
nfl,linear,12,0.6000000000000001,3,185,0.25845856939390555,0.2864864864864865,0.028027917092580967,0.1955525000000001,0.3196736842105265
nfl,linear,13,0.65,2,185,0.11284364919171562,0.13513513513513514,0.02229148594341951,0.062295,0.17189999999999994
nfl,linear,14,0.7000000000000001,1,184,0.01722737071771588,0.016304347826086956,-9.230228916289201e-4,0.001,0.04458648648648649
nfl,linear,15,0.75,1,184,0.010699456521739125,0.016304347826086956,0.005604891304347829,0.001,0.0318
nfl,linear,16,0.8,1,184,0.006407615842348733,0,-0.006407615842348733,0.001,0.0218333333333334
nfl,linear,17,0.8500000000000001,1,184,0.003074447690093203,0,-0.003074447690093203,0.001,0.010427272727272709
nfl,linear,18,0.9,1,184,0.0010898771473147547,0,-0.0010898771473147547,0.001,0.0020764705882353
nfl,linear,19,0.95,2,185,0.06729212576309347,0.06486486486486487,-0.002427260898228606,0.009493333333333496,0.14934000000000008
nfl,locf,0,0,10,185,0.8468524324324329,0.8216216216216217,-0.025230810810810814,0.7855,0.961
nfl,locf,1,0.05,10,185,0.8540232432432432,0.8432432432432433,-0.010779999999999993,0.798,0.973
nfl,locf,4,0.2,8,183,0.7157377049180329,0.6994535519125683,-0.016284153005464465,0.683,0.7476
nfl,locf,5,0.25,8,184,0.7338956521739135,0.7663043478260869,0.03240869565217393,0.6998,0.7703
nfl,locf,6,0.30000000000000004,8,185,0.7447935135135136,0.7135135135135136,-0.03128000000000002,0.706,0.782
nfl,locf,7,0.35000000000000003,7,185,0.681297837837838,0.6594594594594595,-0.021838378378378372,0.6442,0.7176
nfl,locf,8,0.4,6,185,0.6071945945945948,0.6216216216216216,0.014427027027027025,0.5636,0.652
nfl,locf,9,0.45,3,185,0.32811729729729733,0.2702702702702703,-0.05784702702702704,0.2743,0.3796
nfl,locf,10,0.5,3,185,0.2896297297297298,0.2810810810810811,-0.008548648648648644,0.2306,0.3496
