minute_bin,n,n_games,mean_p,win_rate,loss_rate,implied_loss,excess_loss,loss_ratio,mean_minutes_remaining
"[-Inf,1)",249,242,0.9859120481927711,0.9558232931726908,0.044176706827309176,0.014087951807228919,0.03008875502008031,3.1357792411414187,0.4171352074966533
"[1,2)",156,156,0.978525,0.9551282051282052,0.04487179487179488,0.021475000000000008,0.023396794871794857,2.0894898659741497,1.489957264957265
"[2,5)",210,210,0.9714861904761904,0.9476190476190476,0.052380952380952375,0.02851380952380953,0.023867142857142854,1.8370380266871518,3.2032539682539682
"[5,10)",240,240,0.9671808333333334,0.9666666666666667,0.033333333333333326,0.03281916666666668,5.141666666666552e-4,1.0156666582027774,7.270972222222222
"[10,24)",478,478,0.9596152719665272,0.9518828451882845,0.048117154811715496,0.040384728033472816,0.007732426778242666,1.1914690813773383,16.231101813110183
"[24,48)",483,483,0.9577465838509317,0.9503105590062112,0.049689440993788775,0.042253416149068336,0.007436024844720487,1.1759863585582393,32.639717046238786
"[48, Inf]",26,26,0.9547192307692307,0.9615384615384616,0.03846153846153847,0.04528076923076926,-0.006819230769230801,0.8494011721736172,54.506410256410255
