league,n,prop_90,prop_95,prop_99,Dn_upper,dyadic_pvalue,dyadic_critical_value_95
NFL,1848,0.08495670995670995,0.04491341991341991,0.015151515151515152,0.01460022762839669,0.7364,0.04703111898391894
