boundary,threshold,n,n_games,mean_p,win_rate,loss_rate,implied_loss,excess_loss,loss_ratio,mean_minutes_remaining
strict,0.9,1970,1817,0.9248430964467005,0.916243654822335,0.08375634517766474,0.07515690355329949,0.0085994416243655,1.1144198499112823,21.520617597292723
strict,0.95,1841,1771,0.9668734926670288,0.9538294405214557,0.046170559478544364,0.033126507332971226,0.013044052145573056,1.3937647882543365,14.971754481260184
strict,0.99,1702,1683,0.9952230317273796,0.9835487661574618,0.016451233842538167,0.00477696827262045,0.01167426556991776,3.4438650004919733,8.037191539365452
weak,0.9,1974,1818,0.9243039007092199,0.9148936170212766,0.08510638297872335,0.07569609929078014,0.009410283687943298,1.124316626300576,21.584211415062477
weak,0.95,1842,1772,0.9665515200868621,0.9538545059717698,0.046145494028230115,0.03344847991313793,0.012697014115092284,1.3795991371824654,15.035088671733622
weak,0.99,1705,1686,0.9949814662756599,0.9835777126099706,0.016422287390029263,0.005018533724340184,0.011403753665689157,3.2723277937498363,8.163479960899316
