"game_id","season","starting_wp_favored","home_final","away_final","max_wp_loser"
"401127859",2019,0.617,20,7,0.665
"401127860",2019,0.652,33,3,0.405
"401127861",2019,0.903,30,14,0.114
"401127862",2019,0.858,0,43,0.145
"401127863",2019,0.645,27,34,0.875
"401127864",2019,0.867,7,33,0.263
"401127865",2019,0.655,20,17,0.725
"401127866",2019,0.754,10,16,0.408
"401127867",2019,0.774,27,19,0.52
"401127868",2019,0.719,17,24,0.363
"401127869",2019,0.68,40,20,0.449
"401127870",2019,0.659,22,35,0.762
"401127871",2019,0.576,31,24,0.775
"401127872",2019,0.603,20,3,0.477
"401127893",2019,0.65,27,17,0.713
"401127894",2019,0.854,0,33,0.161
"401127895",2019,0.851,27,13,0.19
"401127896",2019,0.729,17,24,0.745
"401127897",2019,0.628,10,17,0.692
"401127898",2019,0.815,24,17,0.671
"401127899",2019,0.624,37,20,0.639
"401127900",2019,0.701,34,31,0.839
"401127901",2019,0.542,20,23,0.72
"401127902",2019,0.639,6,30,0.51
"401127903",2019,0.772,24,12,0.24
"401127904",2019,0.786,15,31,0.577
"401127905",2019,0.916,19,9,0.275
"401127906",2019,0.703,38,6,0.302
"401127907",2019,0.505,26,24,0.792
"401127908",2019,0.791,25,28,0.434
"401127909",2019,0.959,24,27,0.973
"401127910",2019,0.506,38,35,0.6
"401127911",2019,0.676,20,13,0.62
"401127912",2019,0.792,24,10,0.401
"401127913",2019,0.578,3,10,0.74
"401127914",2019,0.783,19,14,0.704
"401127915",2019,0.68,21,17,0.726
"401127916",2019,0.904,20,15,0.158
"401127917",2019,0.929,35,14,0.208
"401127918",2019,0.663,10,16,0.63
"401127919",2019,0.865,41,24,0.135
"401127920",2019,0.803,24,38,0.833
"401127921",2019,0.961,31,6,0.16
"401127922",2019,0.828,34,31,0.849
"401127923",2019,0.513,27,30,0.572
"401127924",2019,0.532,34,3,0.608
"401127925",2019,0.679,27,16,0.492
"401127926",2019,0.833,20,7,0.18
"401127927",2019,0.502,30,29,0.819
"401127928",2019,0.568,13,43,0.699
"401127929",2019,0.558,27,24,0.458
"401127930",2019,0.598,16,23,0.804
"401127931",2019,0.584,26,40,0.424
"401127932",2019,0.58,34,27,0.504
"401127933",2019,0.525,16,10,0.588
"401127934",2019,0.765,13,49,0.235
"401127935",2019,0.546,28,38,0.834
"401127936",2019,0.68,3,26,0.4
"401127937",2019,0.51,35,41,0.649
"401127938",2019,0.552,17,9,0.613
"401127939",2019,0.595,19,16,0.915
"401127940",2019,0.506,10,37,0.627
"401127941",2019,0.8,13,27,0.882
"401127942",2019,0.911,31,21,0.72
"401127943",2019,0.718,3,26,0.329
"401127944",2019,0.759,24,16,0.453
"401127945",2019,0.6,17,27,0.63
"401127946",2019,0.682,10,23,0.812
"401127947",2019,0.631,30,42,0.591
"401127948",2019,0.771,9,26,0.807
"401127949",2019,0.721,42,24,0.439
"401127950",2019,0.852,28,10,0.352
"401127951",2019,0.537,30,23,0.568
"401127952",2019,0.563,34,27,0.75
"401127953",2019,0.722,33,28,0.493
"401127954",2019,0.633,10,59,0.379
"401127955",2019,0.856,13,34,0.381
"401127956",2019,0.78,34,14,0.249
"401127957",2019,0.705,13,9,0.377
"401127958",2019,0.563,23,26,0.723
"401127959",2019,0.652,24,27,0.748
"401127960",2019,0.642,53,32,0.64
"401127961",2019,0.594,28,12,0.413
"401127962",2019,0.597,20,38,0.763
"401127963",2019,0.594,16,17,0.974
"401127964",2019,0.538,46,48,0.891
"401127965",2019,0.595,31,24,0.545
"401127966",2019,0.742,31,32,0.973
"401127967",2019,0.541,28,22,0.694
"401127968",2019,0.78,32,27,0.845
"401127969",2019,0.718,22,21,0.851
"401127970",2019,0.563,20,27,0.872
"401127971",2019,0.717,10,28,0.309
"401127972",2019,0.68,30,24,0.661
"401127973",2019,0.765,6,13,0.822
"401127974",2019,0.548,21,27,0.565
"401127975",2019,0.775,10,42,0.266
"401127976",2019,0.719,30,27,0.926
"401127977",2019,0.782,0,9,0.423
"401127978",2019,0.63,33,23,0.767
"401127979",2019,0.603,23,20,0.989
"401127980",2019,0.909,47,16,0.153
"401127981",2019,0.692,35,32,0.999
"401127982",2019,0.597,25,36,0.619
"401127983",2019,0.699,20,23,0.928
"401127984",2019,0.508,14,35,0.774
"401127985",2019,0.642,16,30,0.78
"401127986",2019,0.884,12,16,0.92
"401127987",2019,0.629,37,10,0.392
"401127988",2019,0.641,38,20,0.804
"401127989",2019,0.62,17,12,0.823
"401127990",2019,0.852,31,21,0.464
"401127991",2019,0.687,19,21,0.782
"401127992",2019,0.753,24,27,0.9
"401127993",2019,0.556,27,33,0.599
"401127994",2019,0.592,38,35,0.923
"401127995",2019,0.771,21,20,0.666
"401127996",2019,0.662,19,16,0.781
"401127997",2019,0.539,10,45,0.586
"401127998",2019,0.799,24,20,0.708
"401128000",2019,0.665,42,20,0.419
"401128001",2019,0.586,24,21,0.841
"401128002",2019,0.534,17,23,0.555
"401128003",2019,0.576,15,31,0.472
"401128004",2019,0.609,37,8,0.397
"401128005",2019,0.536,21,42,0.706
"401128006",2019,0.767,31,6,0.238
"401128007",2019,0.754,35,17,0.534
"401128008",2019,0.566,9,17,0.678
"401128009",2019,0.574,28,12,0.524
"401128010",2019,0.522,17,31,0.674
"401128011",2019,0.554,23,26,0.757
"401128012",2019,0.527,6,45,0.48
"401128013",2019,0.821,23,17,0.918
"401128014",2019,0.733,7,14,0.762
"401128015",2019,0.542,20,24,0.844
"401128016",2019,0.545,10,24,0.608
"401128017",2019,0.786,15,26,0.902
"401128018",2019,0.729,25,40,0.775
"401128019",2019,0.653,13,20,0.653
"401128020",2019,0.934,42,21,0.083
"401128021",2019,0.654,30,28,0.9
"401128022",2019,0.559,18,26,0.448
"401128023",2019,0.701,30,34,0.999
"401128024",2019,0.601,24,30,0.414
"401128025",2019,0.519,24,16,0.545
"401128026",2019,0.755,10,16,0.806
"401128027",2019,0.68,20,17,0.597
"401128028",2019,0.589,17,38,0.491
"401128029",2019,0.606,24,34,0.695
"401128030",2019,0.752,24,31,0.752
"401128031",2019,0.649,21,13,0.372
"401128032",2019,0.806,21,29,0.94
"401128033",2019,0.705,17,34,0.553
"401128034",2019,0.599,22,28,0.887
"401128035",2019,0.59,20,27,0.451
"401128036",2019,0.619,16,15,0.817
"401128037",2019,0.53,13,31,0.724
"401128038",2019,0.762,31,24,0.448
"401128039",2019,0.643,16,17,0.869
"401128040",2019,0.565,21,26,0.774
"401128041",2019,0.545,24,28,0.655
"401128042",2019,0.787,31,26,0.296
"401128043",2019,0.814,27,24,0.707
"401128044",2019,0.549,21,7,0.519
"401128045",2019,0.757,29,15,0.429
"401128046",2019,0.836,31,9,0.288
"401128047",2019,0.547,41,7,0.536
"401128048",2019,0.507,27,23,0.794
"401128049",2019,0.507,3,29,0.507
"401128050",2019,0.706,51,13,0.354
"401128051",2019,0.636,15,13,0.851
"401128052",2019,0.684,27,35,0.594
"401128053",2019,0.81,13,19,0.86
"401128054",2019,0.693,14,20,0.754
"401128055",2019,0.862,10,30,0.352
"401128056",2019,0.872,23,3,0.139
"401128057",2019,0.527,22,6,0.683
"401128058",2019,0.606,17,31,0.859
"401128059",2019,0.553,24,3,0.456
"401128060",2019,0.643,36,20,0.633
"401128061",2019,0.857,23,17,0.414
"401128062",2019,0.731,31,3,0.299
"401128063",2019,0.519,11,28,0.625
"401128064",2019,0.606,10,27,0.473
"401128065",2019,0.518,10,17,0.76
"401128066",2019,0.551,17,41,0.524
"401128067",2019,0.901,40,9,0.119
"401128068",2019,0.525,21,24,0.7
"401128069",2019,0.808,40,55,0.827
"401128070",2019,0.799,37,31,0.949
"401128071",2019,0.741,27,37,0.732
"401128072",2019,0.501,13,10,0.852
"401128073",2019,0.508,24,31,0.688
"401128074",2019,0.905,27,14,0.667
"401128075",2019,0.568,33,13,0.607
"401128076",2019,0.713,24,9,0.292
"401128077",2019,0.65,20,37,0.353
"401128078",2019,0.512,30,20,0.586
"401128079",2019,0.594,26,23,0.831
"401128080",2019,0.58,26,18,0.805
"401128081",2019,0.793,27,23,0.963
"401128082",2019,0.624,22,14,0.46
"401128083",2019,0.504,26,24,0.852
"401128084",2019,0.572,17,34,0.47
"401128085",2019,0.565,31,24,0.706
"401128086",2019,0.574,17,34,0.574
"401128087",2019,0.652,40,34,0.871
"401128088",2019,0.599,24,19,0.526
"401128089",2019,0.854,36,26,0.802
"401128090",2019,0.571,26,11,0.615
"401128091",2019,0.807,18,37,0.659
"401128092",2019,0.845,17,10,0.468
"401128093",2019,0.526,16,6,0.559
"401128094",2019,0.536,38,24,0.551
"401128095",2019,0.751,13,31,0.311
"401128096",2019,0.552,26,37,0.559
"401128097",2019,0.588,24,26,0.942
"401128098",2019,0.551,21,16,0.503
"401128099",2019,0.664,16,20,0.973
"401128100",2019,0.54,7,34,0.475
"401128101",2019,0.738,13,12,0.437
"401128102",2019,0.552,12,10,0.586
"401128103",2019,0.63,44,21,0.459
"401128104",2019,0.556,23,20,0.662
"401128105",2019,0.81,23,17,0.344
"401128106",2019,0.506,14,28,0.702
"401128107",2019,0.512,20,13,0.835
"401128108",2019,0.821,22,29,0.942
"401128109",2019,0.652,27,3,0.505
"401128110",2019,0.537,26,28,0.74
"401128111",2019,0.541,28,32,0.868
"401128112",2019,0.526,37,30,0.809
"401128113",2019,0.533,10,39,0.553
"401128114",2019,0.658,17,19,0.857
"401128115",2019,0.608,21,31,0.658
"401128116",2019,0.578,6,13,0.562
"401128117",2019,0.723,34,7,0.316
"401128118",2019,0.702,10,28,0.724
"401128119",2019,0.669,24,31,0.899
"401128120",2019,0.51,14,16,0.939
"401128121",2019,0.653,16,17,0.5
"401128122",2019,0.586,27,9,0.484
"401128123",2019,0.654,38,20,0.367
"401128124",2019,0.503,24,20,0.739
"401128125",2019,0.614,13,20,0.687
"401128126",2019,0.557,34,33,0.713
"401128127",2019,0.588,3,23,0.59
"401128128",2019,0.564,7,20,0.751
"401128129",2019,0.51,16,0,0.524
"401128130",2019,0.731,24,22,0.773
"401128131",2019,0.644,17,24,0.663
"401128132",2019,0.662,23,22,0.86
"401128133",2019,0.683,17,7,0.611
"401128134",2019,0.736,17,24,0.488
