"bin_center","n","mean_max_wp","sd_max_wp"
0.5,186,0.675319892473118,0.129289821016067
0.55,352,0.665447443181818,0.142643319617922
0.6,321,0.660352024922118,0.159954988406737
0.65,304,0.661913486842105,0.18231105572243
0.7,214,0.600410747663551,0.222535729950502
0.75,179,0.583221229050279,0.245624420053404
0.8,129,0.581293798449612,0.262334228833163
