K,n_loss,curve,t,upper_gap
1000000,5025,"K = 1,000,000",0.8200000000000001,-0.0014925373134327957
1000000,5025,"K = 1,000,000",0.8300000000000001,5.472636815920806e-4
1000000,5025,"K = 1,000,000",0.84,0.0011940298507462366
1000000,5025,"K = 1,000,000",0.85,0.001442786069651758
1000000,5025,"K = 1,000,000",0.86,0.003681592039801007
1000000,5025,"K = 1,000,000",0.87,0.00412935323383079
1000000,5025,"K = 1,000,000",0.88,0.003383084577114448
1000000,5025,"K = 1,000,000",0.89,0.0020398009950248763
1000000,5025,"K = 1,000,000",0.9,-0.0010945273631840502
1000000,5025,"K = 1,000,000",0.91,9.452736318408261e-4
1000000,5025,"K = 1,000,000",0.92,0.0011940298507463476
1000000,5025,"K = 1,000,000",0.93,0.0016417910447761308
1000000,5025,"K = 1,000,000",0.9400000000000001,0.002089552238806025
1000000,5025,"K = 1,000,000",0.9500000000000001,0.0017412935323384282
1000000,5025,"K = 1,000,000",0.96,1.9900497512437276e-4
1000000,5025,"K = 1,000,000",0.97,0.001442786069651758
1000000,5025,"K = 1,000,000",0.98,-9.950248756218638e-5
1000000,5025,"K = 1,000,000",0.99,1.4925373134322406e-4
1000000,5025,"K = 1,000,000",1,0
