scenario,t,upper_gap
Null,0,-0.035897435897435895
Null,0.01,-0.04641025641025641
Null,0.02,-0.0411439842209073
Null,0.03,-0.04337278106508875
Null,0.04,-0.04047337278106509
Null,0.05,-0.041124260355029585
Null,0.06,-0.04493096646942801
Null,0.07,-0.04321499013806705
Null,0.08,-0.04268244575936883
Null,0.09,-0.041755424063116386
Null,0.1,-0.04043392504930965
Null,0.11,-0.03792899408284024
Null,0.12,-0.03621301775147928
Null,0.13,-0.03725838264299802
Null,0.14,-0.03672583826429979
Null,0.15,-0.03816568047337279
Null,0.16,-0.03960552268244574
Null,0.17,-0.037889546351084796
Null,0.18,-0.03972386587771204
Null,0.19,-0.03721893491124259
Null,0.2,-0.03629191321499012
Null,0.21,-0.032603550295857986
Null,0.22,-0.03325443786982249
Null,0.23,-0.033905325443786966
Null,0.24,-0.03416173570019726
Null,0.25,-0.03244575936883631
Null,0.26,-0.035069033530572
Null,0.27,-0.038481262327416166
Null,0.28,-0.035976331360946745
Null,0.29,-0.03781065088757396
Null,0.3,-0.03648915187376728
Null,0.31,-0.03516765285996054
Null,0.32,-0.033057199211045385
Null,0.33,-0.03291913214990139
Null,0.34,-0.03041420118343191
Null,0.35000000000000003,-0.033431952662721864
Null,0.36,-0.03447731755424066
Null,0.37,-0.03473372781065087
Null,0.38,-0.0338067061143984
Null,0.39,-0.03248520710059172
Null,0.4,-0.03076923076923077
Null,0.41000000000000003,-0.031814595660749456
Null,0.42,-0.034832347140039466
Null,0.43,-0.032721893491124254
Null,0.44,-0.03140039447731757
Null,0.45,-0.031262327416173574
Null,0.46,-0.03704142011834316
Null,0.47000000000000003,-0.03453648915187374
Null,0.48,-0.03321499013806706
Null,0.49,-0.03189349112426032
Null,0.5,-0.02859960552268248
Null,0.51,-0.028461538461538427
Null,0.52,-0.026745562130177536
Null,0.53,-0.027396449704142012
Null,0.54,-0.0300197238658777
Null,0.55,-0.02909270216962523
Null,0.56,-0.028954635108481175
Null,0.5700000000000001,-0.025660749506903335
Null,0.58,-0.025128205128205128
Null,0.59,-0.025779092702169604
Null,0.6,-0.02485207100591713
Null,0.61,-0.022741617357001975
Null,0.62,-0.022998027613412186
Null,0.63,-0.021282051282051295
Null,0.64,-0.01838264299802761
Null,0.65,-0.01587771203155819
Null,0.66,-0.015739644970414135
Null,0.67,-0.015207100591715927
Null,0.68,-0.014280078895463455
Null,0.6900000000000001,-0.016114398422090725
Null,0.7000000000000001,-0.017948717948717885
Null,0.71,-0.017021696252465524
Null,0.72,-0.014911242603550368
Null,0.73,-0.018323471400394475
Null,0.74,-0.015818540433925055
Null,0.75,-0.014891518737672582
Null,0.76,-0.01317554240631158
Null,0.77,-0.010276134122288005
Null,0.78,-0.0077712031558184735
Null,0.79,-0.008027613412228796
Null,0.8,-0.007889546351084742
Null,0.81,-0.008145956607495064
Null,0.8200000000000001,-0.00879684418145954
Null,0.8300000000000001,-0.006291913214990119
Null,0.84,-0.00733727810650886
Null,0.85,-0.005621301775147969
Null,0.86,-0.006272189349112445
Null,0.87,-0.0073175542406311855
Null,0.88,-0.008362919132149926
Null,0.89,-0.0058579881656805055
Null,0.9,-0.005719921104536452
Null,0.91,-0.004792899408283979
Null,0.92,-0.004654832347140037
Null,0.93,-0.0033333333333332993
Null,0.9400000000000001,-4.339250493096136e-4
Null,0.9500000000000001,9.861932938859397e-5
Null,0.96,6.311637080868016e-4
Null,0.97,0.0011637080867850091
Null,0.98,-0.0030374753451676284
Null,0.99,-0.0028994082840236857
Null,1,0
Underreaction (beta = 0.9),0,-0.035897435897435895
Underreaction (beta = 0.9),0.01,-0.0404930966469428
Underreaction (beta = 0.9),0.02,-0.03522682445759369
Underreaction (beta = 0.9),0.03,-0.03153846153846154
Underreaction (beta = 0.9),0.04,-0.030611439842209077
Underreaction (beta = 0.9),0.05,-0.02731755424063116
Underreaction (beta = 0.9),0.06,-0.027179487179487177
Underreaction (beta = 0.9),0.07,-0.027830374753451667
Underreaction (beta = 0.9),0.08,-0.02848126232741617
Underreaction (beta = 0.9),0.09,-0.03149901380670611
Underreaction (beta = 0.9),0.1,-0.029388560157790927
Underreaction (beta = 0.9),0.11,-0.03201183431952663
Underreaction (beta = 0.9),0.12,-0.030295857988165698
Underreaction (beta = 0.9),0.13,-0.032130177514792885
Underreaction (beta = 0.9),0.14,-0.03435897435897434
Underreaction (beta = 0.9),0.15,-0.03382642998027613
Underreaction (beta = 0.9),0.16,-0.03368836291913216
Underreaction (beta = 0.9),0.17,-0.03236686390532542
Underreaction (beta = 0.9),0.18,-0.03301775147928995
Underreaction (beta = 0.9),0.19,-0.03682445759368835
Underreaction (beta = 0.9),0.2,-0.035502958579881644
Underreaction (beta = 0.9),0.21,-0.03654832347140041
Underreaction (beta = 0.9),0.22,-0.0383826429980276
Underreaction (beta = 0.9),0.23,-0.04179487179487176
Underreaction (beta = 0.9),0.24,-0.04402366863905327
Underreaction (beta = 0.9),0.25,-0.04546351084812622
Underreaction (beta = 0.9),0.26,-0.04335305719921101
Underreaction (beta = 0.9),0.27,-0.04400394477317554
Underreaction (beta = 0.9),0.28,-0.04426035502958575
Underreaction (beta = 0.9),0.29,-0.04570019723865881
Underreaction (beta = 0.9),0.3,-0.04477317554240634
Underreaction (beta = 0.9),0.31,-0.046607495069033555
Underreaction (beta = 0.9),0.32,-0.05001972386587772
Underreaction (beta = 0.9),0.33,-0.05027613412228793
Underreaction (beta = 0.9),0.34,-0.04934911242603546
Underreaction (beta = 0.9),0.35000000000000003,-0.04763313609467451
Underreaction (beta = 0.9),0.36,-0.04788954635108483
Underreaction (beta = 0.9),0.37,-0.04696252465483236
Underreaction (beta = 0.9),0.38,-0.05313609467455621
Underreaction (beta = 0.9),0.39,-0.050236686390532526
Underreaction (beta = 0.9),0.4,-0.04970414201183432
Underreaction (beta = 0.9),0.41000000000000003,-0.05114398422090727
Underreaction (beta = 0.9),0.42,-0.04824457593688364
Underreaction (beta = 0.9),0.43,-0.04928994082840238
Underreaction (beta = 0.9),0.44,-0.05309664694280081
Underreaction (beta = 0.9),0.45,-0.056114398422090705
Underreaction (beta = 0.9),0.46,-0.05321499013806702
Underreaction (beta = 0.9),0.47000000000000003,-0.05347140039447734
Underreaction (beta = 0.9),0.48,-0.05648915187376724
Underreaction (beta = 0.9),0.49,-0.05595660749506903
Underreaction (beta = 0.9),0.5,-0.055424063116370825
Underreaction (beta = 0.9),0.51,-0.0560749506903353
Underreaction (beta = 0.9),0.52,-0.054753451676528564
Underreaction (beta = 0.9),0.53,-0.056587771203155834
Underreaction (beta = 0.9),0.54,-0.05566074950690336
Underreaction (beta = 0.9),0.55,-0.05749506903353052
Underreaction (beta = 0.9),0.56,-0.056962524654832314
Underreaction (beta = 0.9),0.5700000000000001,-0.05445759368836289
Underreaction (beta = 0.9),0.58,-0.05195266272189358
Underreaction (beta = 0.9),0.59,-0.05378698224852074
Underreaction (beta = 0.9),0.6,-0.054043392504930954
Underreaction (beta = 0.9),0.61,-0.050749506903353114
Underreaction (beta = 0.9),0.62,-0.050216962524654796
Underreaction (beta = 0.9),0.63,-0.04968441814595659
Underreaction (beta = 0.9),0.64,-0.048757396449704116
Underreaction (beta = 0.9),0.65,-0.04822485207100591
Underreaction (beta = 0.9),0.66,-0.04690335305719917
Underreaction (beta = 0.9),0.67,-0.04755424063116365
Underreaction (beta = 0.9),0.68,-0.04702169625246544
Underreaction (beta = 0.9),0.6900000000000001,-0.0488560157790926
Underreaction (beta = 0.9),0.7000000000000001,-0.04753451676528597
Underreaction (beta = 0.9),0.71,-0.04502958579881655
Underreaction (beta = 0.9),0.72,-0.044497041420118344
Underreaction (beta = 0.9),0.73,-0.04357001972386587
Underreaction (beta = 0.9),0.74,-0.04027613412228803
Underreaction (beta = 0.9),0.75,-0.03698224852071008
Underreaction (beta = 0.9),0.76,-0.03684418145956603
Underreaction (beta = 0.9),0.77,-0.03631163708086782
Underreaction (beta = 0.9),0.78,-0.03893491124260351
Underreaction (beta = 0.9),0.79,-0.03682445759368835
Underreaction (beta = 0.9),0.8,-0.03944773175542404
Underreaction (beta = 0.9),0.81,-0.038915187376725835
Underreaction (beta = 0.9),0.8200000000000001,-0.0364102564102563
Underreaction (beta = 0.9),0.8300000000000001,-0.033116370808678464
Underreaction (beta = 0.9),0.84,-0.035739644970414264
Underreaction (beta = 0.9),0.85,-0.03126232741617363
Underreaction (beta = 0.9),0.86,-0.031124260355029576
Underreaction (beta = 0.9),0.87,-0.0313806706114399
Underreaction (beta = 0.9),0.88,-0.02927021696252463
Underreaction (beta = 0.9),0.89,-0.027948717948717894
Underreaction (beta = 0.9),0.9,-0.02426035502958579
Underreaction (beta = 0.9),0.91,-0.022938856015779052
