rep,n_paths,family,scenario,n_loss,upper_95,d_upper,d_lower
65,1000,Latency,eta = 1.0,542,0.03505535055350553,0.01916968615520198,0.05292765594457491
65,1000,Smoothing,lambda = 0.3,542,0.03505535055350553,0.013671024721783609,0.06417644119410013
65,1000,Smoothing,lambda = 0.5,542,0.033210332103321034,0.0022940680785846768,0.07927002377704281
65,1000,Smoothing,lambda = 0.8,542,0.03136531365313653,0,0.13194030715026758
65,1000,Reporting artifact,round 0.01,542,0.04059040590405904,0.026890183306822024,0.04305385083711641
65,1000,Reporting artifact,round 0.05,542,0.04059040590405904,0.025265304932084898,0.06199072704473425
65,1000,Reporting artifact,coarsen m = 5,542,0.033210332103321034,0.0034261223167236787,0.08856088560885597
65,1000,Reporting artifact,coarsen m = 10,542,0.02952029520295203,0,0.1384493683710843
65,1000,Reporting artifact,coarsen m = 10 + round 0.05,542,0.027675276752767528,0.01291512915129156,0.14206642066420652
66,1000,Null,Null,512,0.041015625,0.015971774526042815,0.047055108310398275
66,1000,Underreaction,beta = 0.8,512,0.021484375,0.0038610662274541907,0.11355339509638984
66,1000,Underreaction,beta = 0.9,512,0.033203125,0.013877731959818562,0.08272640482833671
66,1000,Overreaction,beta = 1.1,512,0.05859375,0.03244911658104621,0.04062697704420337
66,1000,Overreaction,beta = 1.2,512,0.068359375,0.05818115403168855,0.05664062499999989
66,1000,Predictable drift,delta = 0.25,512,0.052734375,0.01835632560836653,0.03506742355698933
66,1000,Predictable drift,delta = 0.5,512,0.056640625,0.020148162775556422,0.03324238029068538
66,1000,Predictable drift,delta = 1.0,512,0.0625,0.03751365571738452,0.03515624999999989
66,1000,Latency,eta = 0.5,512,0.037109375,0.009207282369917746,0.05146362972036411
66,1000,Latency,eta = 1.0,512,0.037109375,0.009223699046703837,0.05457479363644424
66,1000,Smoothing,lambda = 0.3,512,0.03515625,0,0.057868251840975216
66,1000,Smoothing,lambda = 0.5,512,0.03515625,0,0.07414513985866567
66,1000,Smoothing,lambda = 0.8,512,0.03125,0,0.10879431415906882
66,1000,Reporting artifact,round 0.01,512,0.04296875,0.017698550617256892,0.04741149759014207
66,1000,Reporting artifact,round 0.05,512,0.033203125,0.021484375,0.046851679604872576
66,1000,Reporting artifact,coarsen m = 5,512,0.03515625,0,0.09139065127598212
66,1000,Reporting artifact,coarsen m = 10,512,0.033203125,0,0.12913866578126043
66,1000,Reporting artifact,coarsen m = 10 + round 0.05,512,0.029296875,0.015625,0.1273941040171621
67,1000,Null,Null,479,0.03966597077244259,0.01567972834578779,0.06662873034368601
67,1000,Underreaction,beta = 0.8,479,0.014613778705636743,0,0.0991205600328352
67,1000,Underreaction,beta = 0.9,479,0.031315240083507306,0,0.0738048839300337
67,1000,Overreaction,beta = 1.1,479,0.05219206680584551,0.04608516642109106,0.07020867693872877
67,1000,Overreaction,beta = 1.2,479,0.060542797494780795,0.06798387810578932,0.08977035490605417
67,1000,Predictable drift,delta = 0.25,479,0.04384133611691023,0.026957939660057217,0.0682052154247628
67,1000,Predictable drift,delta = 0.5,479,0.05219206680584551,0.0387004148735407,0.06914111034875706
67,1000,Predictable drift,delta = 1.0,479,0.06263048016701461,0.05732823042366875,0.06956599391432641
67,1000,Latency,eta = 0.5,479,0.03966597077244259,0.010274001934999277,0.07568489141812339
67,1000,Latency,eta = 1.0,479,0.03966597077244259,0.013442144043057325,0.06890820799210742
67,1000,Smoothing,lambda = 0.3,479,0.03966597077244259,0.008590248550644497,0.07996345711166862
67,1000,Smoothing,lambda = 0.5,479,0.03549060542797495,1.7841648396177412e-4,0.09610471423556693
67,1000,Smoothing,lambda = 0.8,479,0.031315240083507306,0,0.14443296713842368
67,1000,Reporting artifact,round 0.01,479,0.037578288100208766,0.014865327029977893,0.06577392027398
67,1000,Reporting artifact,round 0.05,479,0.03966597077244259,0.01670146137787054,0.06851524321665337
67,1000,Reporting artifact,coarsen m = 5,479,0.03549060542797495,3.1758614635757354e-4,0.12665942923540666
67,1000,Reporting artifact,coarsen m = 10,479,0.027139874739039668,3.1758614635757354e-4,0.15797466931891396
67,1000,Reporting artifact,coarsen m = 10 + round 0.05,479,0.031315240083507306,0.014613778705636737,0.15657620041753642
68,1000,Null,Null,509,0.03732809430255403,0.00415573665790947,0.06879764020854118
68,1000,Underreaction,beta = 0.8,509,0.019646365422396856,3.1128596382790086e-4,0.12951732290047235
68,1000,Underreaction,beta = 0.9,509,0.023575638506876228,0.0028949116466303604,0.098423753480547
68,1000,Overreaction,beta = 1.1,509,0.047151277013752456,0.006272122830885407,0.04430470125537708
68,1000,Overreaction,beta = 1.2,509,0.06286836935166994,0.027254405950263627,0.06483300589390951
68,1000,Predictable drift,delta = 0.25,509,0.03929273084479371,0.004435144718999973,0.0587293618005712
68,1000,Predictable drift,delta = 0.5,509,0.047151277013752456,0.004669638455680025,0.05128936285018204
68,1000,Predictable drift,delta = 1.0,509,0.05697445972495088,0.010557847474137683,0.0384303272830252
68,1000,Latency,eta = 0.5,509,0.03536345776031434,0.004149840675053751,0.07764675073896965
68,1000,Latency,eta = 1.0,509,0.03732809430255403,0.004146181615562128,0.07480706047150543
68,1000,Smoothing,lambda = 0.3,509,0.03339882121807466,0.004124888908922597,0.08167099795349642
68,1000,Smoothing,lambda = 0.5,509,0.03143418467583497,0.004041859826299898,0.09105218157997241
68,1000,Smoothing,lambda = 0.8,509,0.0275049115913556,0.0032042656283527426,0.12945450732909886
68,1000,Reporting artifact,round 0.01,509,0.03536345776031434,0.005893909626719096,0.07010159007324734
68,1000,Reporting artifact,round 0.05,509,0.03143418467583497,0.017681728880157177,0.07004916194731825
68,1000,Reporting artifact,coarsen m = 5,509,0.029469548133595286,0.004044470124376032,0.09871618811077623
68,1000,Reporting artifact,coarsen m = 10,509,0.0275049115913556,0.003630018918361011,0.13163064833005883
68,1000,Reporting artifact,coarsen m = 10 + round 0.05,509,0.0275049115913556,0.013752455795677854,0.13948919449901756
69,1000,Null,Null,515,0.031067961165048542,4.42583928430329e-4,0.06535912660113596
69,1000,Underreaction,beta = 0.8,515,0.015533980582524271,0,0.11814020276340031
69,1000,Underreaction,beta = 0.9,515,0.02330097087378641,0,0.08932029936585106
69,1000,Overreaction,beta = 1.1,515,0.05048543689320388,0.010420942099256925,0.05669143964271224
69,1000,Overreaction,beta = 1.2,515,0.062135922330097085,0.028960130672733397,0.07193921038328475
69,1000,Predictable drift,delta = 0.25,515,0.040776699029126215,6.958136209623822e-4,0.06435461724986458
69,1000,Predictable drift,delta = 0.5,515,0.04854368932038835,0.005841217797151854,0.06229356792211699
69,1000,Predictable drift,delta = 1.0,515,0.062135922330097085,0.022093355780475665,0.06553681907423697
69,1000,Latency,eta = 0.5,515,0.031067961165048542,2.23037491421052e-4,0.07479183335198203
69,1000,Latency,eta = 1.0,515,0.02912621359223301,2.0304388892278258e-4,0.07353549853099633
69,1000,Smoothing,lambda = 0.3,515,0.031067961165048542,3.528775206949053e-4,0.08895528030323224
69,1000,Smoothing,lambda = 0.5,515,0.027184466019417475,2.5566818818067993e-4,0.10411781589788699
69,1000,Smoothing,lambda = 0.8,515,0.02330097087378641,0,0.15374155854252985
69,1000,Reporting artifact,round 0.01,515,0.031067961165048542,0.001941747572815511,0.06682054240483237
69,1000,Reporting artifact,round 0.05,515,0.03300970873786408,0.01553398058252431,0.07184466019417464
69,1000,Reporting artifact,coarsen m = 5,515,0.02524271844660194,5.17572039203662e-5,0.11543005978033999
69,1000,Reporting artifact,coarsen m = 10,515,0.02330097087378641,5.17572039203662e-5,0.15567065765673008
69,1000,Reporting artifact,coarsen m = 10 + round 0.05,515,0.02524271844660194,0.01553398058252431,0.16560656039741514
70,1000,Null,Null,509,0.03929273084479371,0.004370877231246295,0.05331573479260588
70,1000,Underreaction,beta = 0.8,509,0.019646365422396856,0,0.07580353975827903
70,1000,Underreaction,beta = 0.9,509,0.03143418467583497,0,0.05329527050587807
70,1000,Overreaction,beta = 1.1,509,0.05304518664047151,0.032298459942728175,0.06168412735219021
70,1000,Overreaction,beta = 1.2,509,0.07269155206286837,0.05519410990719387,0.08784068703736989
70,1000,Predictable drift,delta = 0.25,509,0.0412573673870334,0.01268115444590201,0.05328649465929903
70,1000,Predictable drift,delta = 0.5,509,0.047151277013752456,0.021363800040114955,0.05375325237218434
70,1000,Predictable drift,delta = 1.0,509,0.06286836935166994,0.03795763639049743,0.05516341594013521
70,1000,Latency,eta = 0.5,509,0.03732809430255403,0.002676972765215946,0.056135793687673005
70,1000,Latency,eta = 1.0,509,0.03732809430255403,0.00255453212069523,0.05533051978195949
70,1000,Smoothing,lambda = 0.3,509,0.03732809430255403,0.0022631013344222017,0.0691365177374244
70,1000,Smoothing,lambda = 0.5,509,0.03536345776031434,0.0011288383992440476,0.08349831808218844
70,1000,Smoothing,lambda = 0.8,509,0.03339882121807466,0,0.13190836231352027
70,1000,Reporting artifact,round 0.01,509,0.0412573673870334,0.005893909626719096,0.04954711762871014
70,1000,Reporting artifact,round 0.05,509,0.0412573673870334,0.025540275049115935,0.0773213495963395
70,1000,Reporting artifact,coarsen m = 5,509,0.03536345776031434,0,0.1092312340390781
70,1000,Reporting artifact,coarsen m = 10,509,0.03143418467583497,0,0.14676699912672608
70,1000,Reporting artifact,coarsen m = 10 + round 0.05,509,0.03339882121807466,0.023575638506876273,0.1480482651169682
71,1000,Null,Null,481,0.04158004158004158,0.0022341488568443646,0.06708166148342404
71,1000,Underreaction,beta = 0.8,481,0.02494802494802495,0,0.11568062348652841
71,1000,Underreaction,beta = 0.9,481,0.033264033264033266,0,0.07214998729013711
71,1000,Overreaction,beta = 1.1,481,0.04781704781704782,0.012218385666400544,0.08523908523908513
71,1000,Overreaction,beta = 1.2,481,0.058212058212058215,0.03804867955496494,0.10395010395010384
71,1000,Predictable drift,delta = 0.25,481,0.04158004158004158,0.0052364465108794,0.06918585295328317
71,1000,Predictable drift,delta = 0.5,481,0.04365904365904366,0.008927037080210032,0.0692110430130417
71,1000,Predictable drift,delta = 1.0,481,0.05405405405405406,0.016669301948889603,0.06926142513933342
71,1000,Latency,eta = 0.5,481,0.0395010395010395,0.0020932694534803176,0.07136590614206789
71,1000,Latency,eta = 1.0,481,0.0395010395010395,0.002226541864361664,0.06941341529798362
71,1000,Smoothing,lambda = 0.3,481,0.0395010395010395,0.0019432182612953985,0.08587584814138438
71,1000,Smoothing,lambda = 0.5,481,0.0395010395010395,0.0015674256808453357,0.09690082501538899
71,1000,Smoothing,lambda = 0.8,481,0.031185031185031187,0,0.14708478961744054
71,1000,Reporting artifact,round 0.01,481,0.04158004158004158,0.004158004158004158,0.06452810127396702
71,1000,Reporting artifact,round 0.05,481,0.035343035343035345,0.016632016632016633,0.07139818251502333
71,1000,Reporting artifact,coarsen m = 5,481,0.037422037422037424,0.001795585247296394,0.11801094040633348
71,1000,Reporting artifact,coarsen m = 10,481,0.037422037422037424,3.334241502983559e-5,0.1552073690973818
71,1000,Reporting artifact,coarsen m = 10 + round 0.05,481,0.033264033264033266,0.012474012474012475,0.15592515592515582
72,1000,Null,Null,517,0.0425531914893617,0.01993305171835591,0.044439984227103387
72,1000,Underreaction,beta = 0.8,517,0.025145067698259187,0,0.08086219638570225
72,1000,Underreaction,beta = 0.9,517,0.027079303675048357,0,0.05466829755578706
72,1000,Overreaction,beta = 1.1,517,0.058027079303675046,0.048448497136866164,0.05972675907370439
72,1000,Overreaction,beta = 1.2,517,0.06963249516441006,0.07157775277377038,0.07211860120662256
72,1000,Predictable drift,delta = 0.25,517,0.048355899419729204,0.028126797752286437,0.04255319148936159
72,1000,Predictable drift,delta = 0.5,517,0.05415860735009671,0.03377990128467523,0.04255319148936159
72,1000,Predictable drift,delta = 1.0,517,0.06382978723404255,0.042352080960692595,0.04418109787549219
72,1000,Latency,eta = 0.5,517,0.0425531914893617,0.01058056671847285,0.04448742746615076
72,1000,Latency,eta = 1.0,517,0.04061895551257253,0.013705372066084909,0.04475961574298289
72,1000,Smoothing,lambda = 0.3,517,0.03868471953578337,0.005173806277933124,0.050878033109619025
72,1000,Smoothing,lambda = 0.5,517,0.0367504835589942,6.919214764176118e-4,0.07176007878350232
72,1000,Smoothing,lambda = 0.8,517,0.030947775628626693,0,0.11838391901224632
72,1000,Reporting artifact,round 0.01,517,0.04061895551257253,0.019802831551562594,0.04255319148936159
72,1000,Reporting artifact,round 0.05,517,0.04448742746615087,0.020124600587359542,0.058424185172792936
72,1000,Reporting artifact,coarsen m = 5,517,0.03868471953578337,0.0014955235132697586,0.08155237307143251
72,1000,Reporting artifact,coarsen m = 10,517,0.03868471953578337,2.471331378253172e-4,0.12692573318973382
72,1000,Reporting artifact,coarsen m = 10 + round 0.05,517,0.0367504835589942,0.015473887814313358,0.12329993482931126
73,1000,Null,Null,487,0.03696098562628337,0.0057733676739092354,0.04792197833835532
73,1000,Underreaction,beta = 0.8,487,0.022587268993839837,0,0.1063166803272565
73,1000,Underreaction,beta = 0.9,487,0.030800821355236138,0,0.07252075558961224
73,1000,Overreaction,beta = 1.1,487,0.055441478439425054,0.013496251470696441,0.04551141105495709
73,1000,Overreaction,beta = 1.2,487,0.06776180698151951,0.035092326737844126,0.06548161353952749
73,1000,Predictable drift,delta = 0.25,487,0.04106776180698152,0.008903096778148267,0.03675005381049423
73,1000,Predictable drift,delta = 0.5,487,0.053388090349075976,0.010729394808094428,0.037025855197247326
73,1000,Predictable drift,delta = 1.0,487,0.06776180698151951,0.02474986442907179,0.036907049905423095
73,1000,Latency,eta = 0.5,487,0.03490759753593429,0.004728378967066904,0.04928154348751235
73,1000,Latency,eta = 1.0,487,0.03490759753593429,0.0042287214157124,0.05292126016892884
73,1000,Smoothing,lambda = 0.3,487,0.03490759753593429,0.003951902961995435,0.05773028235048827
73,1000,Smoothing,lambda = 0.5,487,0.03490759753593429,0.00294118384341735,0.06995140823594925
73,1000,Smoothing,lambda = 0.8,487,0.03285420944558522,0,0.13116695076985774
73,1000,Reporting artifact,round 0.01,487,0.03490759753593429,0.0069864998529783895,0.04296054996534093
73,1000,Reporting artifact,round 0.05,487,0.04106776180698152,0.03285420944558526,0.05040526524240507
73,1000,Reporting artifact,coarsen m = 5,487,0.03490759753593429,0.0018719366177727403,0.08438831378352127
73,1000,Reporting artifact,coarsen m = 10,487,0.03285420944558522,9.545773525885259e-4,0.12024064044881026
73,1000,Reporting artifact,coarsen m = 10 + round 0.05,487,0.03490759753593429,0.026694045174537995,0.1159173569446916
74,1000,Null,Null,500,0.044,0.008301129471514845,0.054169681621903
74,1000,Underreaction,beta = 0.8,500,0.018,0,0.08807592822825383
74,1000,Underreaction,beta = 0.9,500,0.03,0.001704651932563639,0.06994593091082835
74,1000,Overreaction,beta = 1.1,500,0.06,0.031307703892520244,0.06851622732265365
74,1000,Overreaction,beta = 1.2,500,0.086,0.05714411811563058,0.09199999999999989
74,1000,Predictable drift,delta = 0.25,500,0.054,0.01723911024259772,0.05151279267790965
74,1000,Predictable drift,delta = 0.5,500,0.058,0.024624472487398075,0.050734265333267525
74,1000,Predictable drift,delta = 1.0,500,0.076,0.045806164402946714,0.04980962780807424
74,1000,Latency,eta = 0.5,500,0.042,0.005071859061388517,0.06143693818537338
74,1000,Latency,eta = 1.0,500,0.036,0.004119655170339631,0.06019536051655908
74,1000,Smoothing,lambda = 0.3,500,0.036,0.004034145568085901,0.07214472875739125
74,1000,Smoothing,lambda = 0.5,500,0.034,0.0038937465868799093,0.08894019992972979
74,1000,Smoothing,lambda = 0.8,500,0.028,0.0028261057375515986,0.1397046741992357
74,1000,Reporting artifact,round 0.01,500,0.044,0.008980244189131348,0.05541375018305339
74,1000,Reporting artifact,round 0.05,500,0.044,0.014000000000000012,0.06199999999999989
74,1000,Reporting artifact,coarsen m = 5,500,0.034,0.0037196562798156307,0.10544319869425013
74,1000,Reporting artifact,coarsen m = 10,500,0.032,0.0037196562798156307,0.1379999999999999
74,1000,Reporting artifact,coarsen m = 10 + round 0.05,500,0.032,0.01200000000000001,0.14074983603945354
75,1000,Null,Null,490,0.04081632653061224,0,0.0773271397635531
75,1000,Underreaction,beta = 0.8,490,0.0163265306122449,0,0.1260177056300288
75,1000,Underreaction,beta = 0.9,490,0.030612244897959183,0,0.09827663458267888
75,1000,Overreaction,beta = 1.1,490,0.053061224489795916,0.005826817628976078,0.06326530612244886
75,1000,Overreaction,beta = 1.2,490,0.06326530612244897,0.02339342786166415,0.07755102040816315
75,1000,Predictable drift,delta = 0.25,490,0.04693877551020408,5.431744703552344e-4,0.07116043477162659
75,1000,Predictable drift,delta = 0.5,490,0.05102040816326531,0.004785968203459001,0.06551351264317962
75,1000,Predictable drift,delta = 1.0,490,0.06326530612244897,0.017081637865475674,0.06326195842160337
75,1000,Latency,eta = 0.5,490,0.04081632653061224,0,0.08094343380407876
75,1000,Latency,eta = 1.0,490,0.03877551020408163,0,0.0832673494697661
75,1000,Smoothing,lambda = 0.3,490,0.03877551020408163,0,0.08937407044873658
75,1000,Smoothing,lambda = 0.5,490,0.036734693877551024,0,0.10076662958705973
75,1000,Smoothing,lambda = 0.8,490,0.02857142857142857,0,0.1467796957714158
75,1000,Reporting artifact,round 0.01,490,0.04285714285714286,0,0.07807776194232041
75,1000,Reporting artifact,round 0.05,490,0.03469387755102041,0.01224489795918371,0.0813916855043576
75,1000,Reporting artifact,coarsen m = 5,490,0.03877551020408163,0,0.10381214717936438
75,1000,Reporting artifact,coarsen m = 10,490,0.030612244897959183,0,0.1443443755892169
75,1000,Reporting artifact,coarsen m = 10 + round 0.05,490,0.02857142857142857,0.008163265306122436,0.1358411174211365
76,1000,Null,Null,516,0.046511627906976744,0.022005255995557915,0.06369999326585224
76,1000,Underreaction,beta = 0.8,516,0.023255813953488372,0,0.09645344045329407
76,1000,Underreaction,beta = 0.9,516,0.03488372093023256,0,0.08072178465340407
76,1000,Overreaction,beta = 1.1,516,0.05813953488372093,0.04262802322604309,0.0642953347934758
76,1000,Overreaction,beta = 1.2,516,0.0872093023255814,0.057717358441392363,0.08486681427637714
76,1000,Predictable drift,delta = 0.25,516,0.050387596899224806,0.03005428864570292,0.06285202043785881
76,1000,Predictable drift,delta = 0.5,516,0.0562015503875969,0.04020974767143848,0.05812869108720026
76,1000,Predictable drift,delta = 1.0,516,0.07751937984496124,0.05498757326564041,0.056716501921815154
76,1000,Latency,eta = 0.5,516,0.044573643410852716,0.018046362907758406,0.0707411520136218
76,1000,Latency,eta = 1.0,516,0.04263565891472868,0.018119489108202602,0.07283716824371561
76,1000,Smoothing,lambda = 0.3,516,0.04263565891472868,0.01697834357256034,0.08492548885927936
76,1000,Smoothing,lambda = 0.5,516,0.040697674418604654,0.010830858443142799,0.09805625949721669
76,1000,Smoothing,lambda = 0.8,516,0.03682170542635659,0,0.144050523736314
76,1000,Reporting artifact,round 0.01,516,0.046511627906976744,0.020124805962784653,0.06593640862424555
76,1000,Reporting artifact,round 0.05,516,0.044573643410852716,0.018869954665406086,0.06782945736434097
76,1000,Reporting artifact,coarsen m = 5,516,0.040697674418604654,0.0063038838363072,0.1007751937984495
76,1000,Reporting artifact,coarsen m = 10,516,0.03875968992248062,0,0.14786299312936022
76,1000,Reporting artifact,coarsen m = 10 + round 0.05,516,0.03875968992248062,0.015503875968992276,0.15499012771245937
77,1000,Null,Null,488,0.04918032786885246,0.011522087320015917,0.0499575054361356
77,1000,Underreaction,beta = 0.8,488,0.028688524590163935,0,0.08611334649036084
77,1000,Underreaction,beta = 0.9,488,0.036885245901639344,0.001157567109835167,0.054320805958623986
77,1000,Overreaction,beta = 1.1,488,0.05737704918032787,0.03458925717597805,0.06352459016393432
77,1000,Overreaction,beta = 1.2,488,0.06762295081967214,0.05717264092723051,0.06599053278332098
77,1000,Predictable drift,delta = 0.25,488,0.05327868852459016,0.01641275825647781,0.05000341441140095
77,1000,Predictable drift,delta = 0.5,488,0.05737704918032787,0.023459191466597806,0.05004932553220205
77,1000,Predictable drift,delta = 1.0,488,0.06352459016393443,0.040939278926563794,0.05019212380852569
77,1000,Latency,eta = 0.5,488,0.0471311475409836,0.00548276899218772,0.055449411154242116
77,1000,Latency,eta = 1.0,488,0.0471311475409836,0.004336087756234175,0.0512295081967212
77,1000,Smoothing,lambda = 0.3,488,0.0471311475409836,0.0028836335281069436,0.05990524305445759
77,1000,Smoothing,lambda = 0.5,488,0.0471311475409836,0.0020832014389435827,0.06898639971615061
77,1000,Smoothing,lambda = 0.8,488,0.040983606557377046,2.86458176212423e-4,0.11854928743385601
77,1000,Reporting artifact,round 0.01,488,0.0471311475409836,0.0077738666521569855,0.05117439809472812
77,1000,Reporting artifact,round 0.05,488,0.04918032786885246,0.026639344262295084,0.0493227806544976
77,1000,Reporting artifact,coarsen m = 5,488,0.0471311475409836,0.0023947797710234253,0.09101838572768021
77,1000,Reporting artifact,coarsen m = 10,488,0.045081967213114756,8.580701015503678e-4,0.11475409836065563
77,1000,Reporting artifact,coarsen m = 10 + round 0.05,488,0.0430327868852459,0.020491803278688492,0.11056040415261385
78,1000,Null,Null,512,0.05859375,0.011927111508901245,0.07070565885017221
78,1000,Underreaction,beta = 0.8,512,0.0234375,0,0.10582182559408237
78,1000,Underreaction,beta = 0.9,512,0.037109375,0,0.08329095333778436
78,1000,Overreaction,beta = 1.1,512,0.072265625,0.03257449160180681,0.058623211877677384
78,1000,Overreaction,beta = 1.2,512,0.0859375,0.05297759647275879,0.09374999999999989
78,1000,Predictable drift,delta = 0.25,512,0.06640625,0.018222066219676702,0.06839701856628033
78,1000,Predictable drift,delta = 0.5,512,0.068359375,0.027931685592101907,0.06502407940930621
78,1000,Predictable drift,delta = 1.0,512,0.083984375,0.04170569544917213,0.06311820158552761
78,1000,Latency,eta = 0.5,512,0.056640625,0.009195774699413684,0.07748813633544371
78,1000,Latency,eta = 1.0,512,0.0546875,0.007738350717011011,0.07846179166650724
78,1000,Smoothing,lambda = 0.3,512,0.0546875,0.008562788424537837,0.08544503907014556
78,1000,Smoothing,lambda = 0.5,512,0.052734375,0.005491101120313369,0.09806017580120552
78,1000,Smoothing,lambda = 0.8,512,0.04296875,0,0.15082408207494924
78,1000,Reporting artifact,round 0.01,512,0.0546875,0.01173659819261419,0.07368140909457643
78,1000,Reporting artifact,round 0.05,512,0.0546875,0.037109375,0.06668288103994668
78,1000,Reporting artifact,coarsen m = 5,512,0.0546875,0.0054725600165557164,0.1037784277659195
78,1000,Reporting artifact,coarsen m = 10,512,0.046875,0.0013884176349014954,0.1425781249999999
78,1000,Reporting artifact,coarsen m = 10 + round 0.05,512,0.0390625,0.0234375,0.1464843749999999
79,1000,Null,Null,496,0.05040322580645161,0.016097727462035638,0.07382924622176831
79,1000,Underreaction,beta = 0.8,496,0.018145161290322582,0,0.08734828147141649
79,1000,Underreaction,beta = 0.9,496,0.028225806451612902,0,0.06660433046386055
79,1000,Overreaction,beta = 1.1,496,0.06451612903225806,0.043274934413409794,0.0904027859213403
79,1000,Overreaction,beta = 1.2,496,0.08064516129032258,0.06700667766943447,0.10887096774193537
79,1000,Predictable drift,delta = 0.25,496,0.05846774193548387,0.02467240213783095,0.07105920525921286
79,1000,Predictable drift,delta = 0.5,496,0.05846774193548387,0.03342622851392374,0.07074085101189062
79,1000,Predictable drift,delta = 1.0,496,0.07056451612903226,0.051699719248618936,0.06850250842846442
79,1000,Latency,eta = 0.5,496,0.04435483870967742,0.01492584579642009,0.07780724049543783
79,1000,Latency,eta = 1.0,496,0.04435483870967742,0.012587552409707659,0.07723254018446282
79,1000,Smoothing,lambda = 0.3,496,0.04233870967741935,0.009963974795032637,0.09006915303871688
79,1000,Smoothing,lambda = 0.5,496,0.034274193548387094,0.007269001239685213,0.10451438016194947
79,1000,Smoothing,lambda = 0.8,496,0.02217741935483871,0,0.15880864179644705
79,1000,Reporting artifact,round 0.01,496,0.04838709677419355,0.014589794703542602,0.0747014250995644
79,1000,Reporting artifact,round 0.05,496,0.05846774193548387,0.020161290322580627,0.0826976917465436
79,1000,Reporting artifact,coarsen m = 5,496,0.038306451612903226,0.008943525128928265,0.12945554346910124
79,1000,Reporting artifact,coarsen m = 10,496,0.03024193548387097,0,0.1579313183775097
79,1000,Reporting artifact,coarsen m = 10 + round 0.05,496,0.038306451612903226,0.01814516129032262,0.17212003069610182
80,1000,Null,Null,501,0.03992015968063872,0.00388150300688328,0.061970584167198584
80,1000,Underreaction,beta = 0.8,501,0.011976047904191617,0.009603747142487046,0.10483407472423867
80,1000,Underreaction,beta = 0.9,501,0.023952095808383235,0.006004207379599058,0.08020068139935232
80,1000,Overreaction,beta = 1.1,501,0.05788423153692615,0.03221141027152363,0.05996287255669999
80,1000,Overreaction,beta = 1.2,501,0.07784431137724551,0.053934576977216264,0.09037865977469448
80,1000,Predictable drift,delta = 0.25,501,0.043912175648702596,0.017828278313486212,0.05590885531200218
80,1000,Predictable drift,delta = 0.5,501,0.05389221556886228,0.029915719386730766,0.04590818363273442
80,1000,Predictable drift,delta = 1.0,501,0.0718562874251497,0.04799848272164442,0.04590818363273442
80,1000,Latency,eta = 0.5,501,0.03992015968063872,0.001289433118512373,0.0679824035806178
80,1000,Latency,eta = 1.0,501,0.03792415169660679,0.00315491025446768,0.0666067091724094
80,1000,Smoothing,lambda = 0.3,501,0.03792415169660679,0.0011314690840824593,0.0745953013139744
80,1000,Smoothing,lambda = 0.5,501,0.03592814371257485,0,0.08822073199962877
80,1000,Smoothing,lambda = 0.8,501,0.02594810379241517,0,0.13073261504158584
80,1000,Reporting artifact,round 0.01,501,0.041916167664670656,0.005988023952095856,0.06497018809741228
80,1000,Reporting artifact,round 0.05,501,0.03592814371257485,0.019960079840319334,0.05808688050166999
80,1000,Reporting artifact,coarsen m = 5,501,0.033932135728542916,0,0.09516036882091428
80,1000,Reporting artifact,coarsen m = 10,501,0.029940119760479042,0,0.11494767413480012
80,1000,Reporting artifact,coarsen m = 10 + round 0.05,501,0.027944111776447105,0.015968063872255467,0.1286616811372159
81,1000,Null,Null,512,0.046875,0.01895194031969971,0.04761162808091535
81,1000,Underreaction,beta = 0.8,512,0.025390625,0.0115766559296,0.08314285143103761
81,1000,Underreaction,beta = 0.9,512,0.029296875,0.008164230481572443,0.05390127299396752
81,1000,Overreaction,beta = 1.1,512,0.056640625,0.05401056644535307,0.057074913255930504
81,1000,Overreaction,beta = 1.2,512,0.08203125,0.081561578240262,0.06733381480463096
81,1000,Predictable drift,delta = 0.25,512,0.052734375,0.032019167668568826,0.04877765036031223
81,1000,Predictable drift,delta = 0.5,512,0.0546875,0.04098480662141757,0.04882812499999989
81,1000,Predictable drift,delta = 1.0,512,0.068359375,0.06007959038234634,0.04882812499999989
81,1000,Latency,eta = 0.5,512,0.044921875,0.01589954323124143,0.051481514133915884
81,1000,Latency,eta = 1.0,512,0.044921875,0.017200205260208934,0.0487956455710159
81,1000,Smoothing,lambda = 0.3,512,0.041015625,0.010898603604050816,0.05437502005797856
81,1000,Smoothing,lambda = 0.5,512,0.03515625,0.009131760354873952,0.05840330461110832
81,1000,Smoothing,lambda = 0.8,512,0.02734375,0.008401489077458413,0.11102744615201143
81,1000,Reporting artifact,round 0.01,512,0.044921875,0.020444478179130088,0.04754442056552233
81,1000,Reporting artifact,round 0.05,512,0.041015625,0.026737394312319362,0.04559129556552233
81,1000,Reporting artifact,coarsen m = 5,512,0.03515625,0.009592407513899559,0.08984374999999989
81,1000,Reporting artifact,coarsen m = 10,512,0.03125,0.00955373200921994,0.1308593749999999
81,1000,Reporting artifact,coarsen m = 10 + round 0.05,512,0.03515625,0.01953125,0.1285211603437464
82,1000,Null,Null,487,0.030800821355236138,0.008400307871487267,0.045842426841758266
82,1000,Underreaction,beta = 0.8,487,0.01642710472279261,0,0.09803266055099058
82,1000,Underreaction,beta = 0.9,487,0.022587268993839837,0,0.06285900467065153
