league,season,game_id,game_date,home_team,away_team,home_team_abbr,away_team_abbr,home_record,away_record,home_final,away_final,home_won,favorite_team,favorite_record,pregame_favorite_side_odds,pregame_favorite_team_abbr_odds,pregame_spread_abs,pregame_total_line,pregame_home_moneyline,pregame_away_moneyline,pregame_home_spread_odds,pregame_away_spread_odds,pregame_odds_n_providers,pregame_odds_source,winner_team,winner_record,loser_team,loser_record,starting_wp_home,starting_wp_favored,max_wp_loser,pit_u,pit_tail_prob,n_updates,n_missing_time,prop_missing_time,peak_rows,peak_first_update_index,peak_first_play_id,peak_first_sequence_number,peak_first_period_number,peak_first_clock_display,peak_first_game_seconds_remaining,peak_first_minutes_remaining,peak_first_home_score,peak_first_away_score,peak_first_loser_score,peak_first_winner_score,peak_first_loser_score_margin,peak_first_play_text,had_bad_1,n_bad_1_rows,n_bad_1_runs,had_bad_0,n_bad_0_rows,n_bad_0_runs,had_extreme_patch
nfl,2019,401128018,2019-09-29T17:00Z,Baltimore Ravens,Cleveland Browns,BAL,CLE,2-2,2-2,25,40,FALSE,Baltimore Ravens,2-2,home,BAL,7.5,47,-327,279,106,-117,1,nflreadr,Cleveland Browns,2-2,Baltimore Ravens,2-2,0.729,0.729,0.775,0.7096774193548387,0.29032258064516125,169,169,1,1,5,40112801894,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128026,2019-09-29T17:00Z,Houston Texans,Carolina Panthers,HOU,CAR,2-2,2-2,10,16,FALSE,Houston Texans,2-2,home,HOU,5.5,47.5,-257,224,-110,-100,1,nflreadr,Carolina Panthers,2-2,Houston Texans,2-2,0.755,0.755,0.806,0.7593052109181142,0.2406947890818858,175,175,1,1,6,401128026127,12700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128069,2019-09-29T20:05Z,Los Angeles Rams,Tampa Bay Buccaneers,LAR,TB,3-1,2-2,40,55,FALSE,Los Angeles Rams,3-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tampa Bay Buccaneers,2-2,Los Angeles Rams,3-1,0.808,0.808,0.827,0.7908101571946795,0.2091898428053205,213,213,1,1,6,401128069136,13600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128064,2019-09-29T20:05Z,Arizona Cardinals,Seattle Seahawks,ARI,SEA,0-3-1,3-1,10,27,FALSE,Seattle Seahawks,3-1,away,SEA,5.5,49,209,-238,-103,-107,1,nflreadr,Seattle Seahawks,3-1,Arizona Cardinals,0-3-1,0.394,0.606,0.473,0.16701902748414366,0.8329809725158563,172,172,1,1,10,401128064205,20500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128093,2019-09-29T20:25Z,Chicago Bears,Minnesota Vikings,CHI,MIN,3-1,2-2,16,6,TRUE,Minnesota Vikings,2-2,away,MIN,1,38,-102,-108,-109,-101,1,nflreadr,Chicago Bears,3-1,Minnesota Vikings,2-2,0.474,0.526,0.5589999999999999,0.21109123434704813,0.7889087656529519,174,174,1,1,11,401128093262,26200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128097,2019-09-29T20:25Z,Denver Broncos,Jacksonville Jaguars,DEN,JAX,0-4,2-2,24,26,FALSE,Denver Broncos,0-4,home,DEN,2.5,37,-137,124,-109,-102,1,nflreadr,Jacksonville Jaguars,2-2,Denver Broncos,0-4,0.588,0.588,0.942,0.9384288747346072,0.06157112526539277,185,185,1,1,83,4011280971964,196400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128102,2019-09-30T00:20Z,New Orleans Saints,Dallas Cowboys,NO,DAL,3-1,3-1,12,10,TRUE,New Orleans Saints,3-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Orleans Saints,3-1,Dallas Cowboys,3-1,0.552,0.552,0.5860000000000001,0.2935153583617749,0.7064846416382251,164,164,1,1,22,401128102540,54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128109,2019-10-01T00:15Z,Pittsburgh Steelers,Cincinnati Bengals,PIT,CIN,1-3,0-4,27,3,TRUE,Pittsburgh Steelers,1-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pittsburgh Steelers,1-3,Cincinnati Bengals,0-4,0.652,0.652,0.505,0.31089108910891095,0.689108910891089,160,160,1,1,26,401128109590,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127927,2019-10-04T00:20Z,Seattle Seahawks,Los Angeles Rams,SEA,LAR,4-1,3-2,30,29,TRUE,Seattle Seahawks,4-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seattle Seahawks,4-1,Los Angeles Rams,3-2,0.502,0.502,0.819,0.7789987789987789,0.2210012210012211,183,183,1,1,156,4011279274086,408600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127958,2019-10-06T17:00Z,Cincinnati Bengals,Arizona Cardinals,CIN,ARI,0-5,1-3-1,23,26,FALSE,Cincinnati Bengals,0-5,home,CIN,3,45,-154,139,-104,-106,1,nflreadr,Arizona Cardinals,1-3-1,Cincinnati Bengals,0-5,0.563,0.563,0.723,0.6168741355463347,0.38312586445366525,184,184,1,1,13,401127958277,27700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128014,2019-10-06T17:00Z,Tennessee Titans,Buffalo Bills,TEN,BUF,2-3,4-1,7,14,FALSE,Tennessee Titans,2-3,home,TEN,3.5,39.5,-182,162,-101,-110,1,nflreadr,Buffalo Bills,4-1,Tennessee Titans,2-3,0.733,0.733,0.762,0.6876640419947506,0.3123359580052494,161,161,1,1,31,401128014730,73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128001,2019-10-06T17:00Z,Oakland Raiders,Chicago Bears,OAK,CHI,3-2,3-2,24,21,TRUE,Chicago Bears,3-2,away,CHI,6.5,39.5,232,-266,-110,-101,1,nflreadr,Oakland Raiders,3-2,Chicago Bears,3-2,0.414,0.5860000000000001,0.841,0.8109393579072532,0.18906064209274676,168,168,1,1,140,4011280013520,352000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127965,2019-10-06T17:00Z,New Orleans Saints,Tampa Bay Buccaneers,NO,TB,4-1,2-3,31,24,TRUE,New Orleans Saints,4-1,home,NO,3,46,-148,133,107,-118,1,nflreadr,New Orleans Saints,4-1,Tampa Bay Buccaneers,2-3,0.595,0.595,0.5449999999999999,0.25688073394495403,0.743119266055046,165,165,1,1,49,4011279651239,123900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127971,2019-10-06T17:00Z,New York Giants,Minnesota Vikings,NYG,MIN,2-3,3-2,10,28,FALSE,Minnesota Vikings,3-2,away,MIN,5.5,44,213,-243,105,-116,1,nflreadr,Minnesota Vikings,3-2,New York Giants,2-3,0.283,0.7170000000000001,0.309,0.0841423948220067,0.9158576051779933,176,176,1,1,19,401127971435,43500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128006,2019-10-06T17:00Z,Philadelphia Eagles,New York Jets,PHI,NYJ,3-2,0-4,31,6,TRUE,Philadelphia Eagles,3-2,home,PHI,14,43,-782,587,-101,-109,1,nflreadr,Philadelphia Eagles,3-2,New York Jets,0-4,0.767,0.767,0.238,0.021008403361344574,0.9789915966386554,159,159,1,1,2,40112800636,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128011,2019-10-06T17:00Z,Pittsburgh Steelers,Baltimore Ravens,PIT,BAL,1-4,3-2,23,26,FALSE,Baltimore Ravens,3-2,away,BAL,3.5,44,160,-179,-113,102,1,nflreadr,Baltimore Ravens,3-2,Pittsburgh Steelers,1-4,0.446,0.554,0.757,0.678996036988111,0.32100396301188905,178,178,1,1,146,4011280113785,378500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127864,2019-10-06T17:00Z,Washington,New England Patriots,WSH,NE,0-5,5-0,7,33,FALSE,New England Patriots,5-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New England Patriots,5-0,Washington,0-5,0.133,0.867,0.263,0.49429657794676807,0.5057034220532319,176,176,1,1,45,4011278641118,111800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127932,2019-10-06T17:00Z,Carolina Panthers,Jacksonville Jaguars,CAR,JAX,3-2,2-3,34,27,TRUE,Carolina Panthers,3-2,home,CAR,3,41,-189,169,-131,119,1,nflreadr,Carolina Panthers,3-2,Jacksonville Jaguars,2-3,0.58,0.58,0.504,0.16666666666666663,0.8333333333333334,189,189,1,1,33,401127932831,83100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127960,2019-10-06T17:00Z,Houston Texans,Atlanta Falcons,HOU,ATL,3-2,1-4,53,32,TRUE,Houston Texans,3-2,home,HOU,4,49,-207,184,-109,-101,1,nflreadr,Houston Texans,3-2,Atlanta Falcons,1-4,0.642,0.642,0.64,0.44062500000000004,0.559375,185,185,1,1,19,401127960480,48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128019,2019-10-06T20:05Z,Los Angeles Chargers,Denver Broncos,LAC,DEN,2-3,1-4,13,20,FALSE,Los Angeles Chargers,2-3,home,LAC,4,46,-226,199,-113,102,1,nflreadr,Denver Broncos,1-4,Los Angeles Chargers,2-3,0.653,0.653,0.653,0.46860643185298634,0.5313935681470137,171,171,1,1,1,4011280191,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128029,2019-10-06T20:25Z,Dallas Cowboys,Green Bay Packers,DAL,GB,3-2,4-1,24,34,FALSE,Dallas Cowboys,3-2,home,DAL,3.5,46.5,-181,162,102,-113,1,nflreadr,Green Bay Packers,4-1,Dallas Cowboys,3-2,0.606,0.606,0.695,0.5611510791366905,0.4388489208633095,189,189,1,1,11,401128029264,26400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128053,2019-10-07T00:20Z,Kansas City Chiefs,Indianapolis Colts,KC,IND,4-1,3-2,13,19,FALSE,Kansas City Chiefs,4-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indianapolis Colts,3-2,Kansas City Chiefs,4-1,0.81,0.81,0.86,0.8372093023255813,0.16279069767441867,181,181,1,1,10,401128053230,23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128062,2019-10-08T00:15Z,San Francisco 49ers,Cleveland Browns,SF,CLE,4-0,2-3,31,3,TRUE,San Francisco 49ers,4-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Francisco 49ers,4-0,Cleveland Browns,2-3,0.731,0.731,0.29900000000000004,0.10033444816053516,0.8996655518394648,161,161,1,1,3,40112806251,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127917,2019-10-11T00:20Z,New England Patriots,New York Giants,NE,NYG,6-0,2-4,35,14,TRUE,New England Patriots,6-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New England Patriots,6-0,New York Giants,2-4,0.929,0.929,0.20799999999999996,0.6586538461538463,0.34134615384615374,162,162,1,1,69,4011279171690,169000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128096,2019-10-13T13:30Z,Tampa Bay Buccaneers,Carolina Panthers,TB,CAR,2-4,4-2,26,37,FALSE,Tampa Bay Buccaneers,2-4,away,CAR,2,48.5,113,-125,-110,-100,1,nflreadr,Carolina Panthers,4-2,Tampa Bay Buccaneers,2-4,0.552,0.552,0.559,0.21109123434704857,0.7889087656529514,193,193,1,1,2,40112809644,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128111,2019-10-13T17:00Z,Cleveland Browns,Seattle Seahawks,CLE,SEA,2-4,5-1,28,32,FALSE,Seattle Seahawks,5-1,home,CLE,1,45.5,-113,102,-106,-104,1,nflreadr,Seattle Seahawks,5-1,Cleveland Browns,2-4,0.459,0.5409999999999999,0.868,0.8479262672811059,0.15207373271889413,183,183,1,1,79,4011281111902,190200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128119,2019-10-13T17:00Z,Kansas City Chiefs,Houston Texans,KC,HOU,4-2,4-2,24,31,FALSE,Kansas City Chiefs,4-2,home,KC,3.5,54.5,-186,166,-103,-108,1,nflreadr,Houston Texans,4-2,Kansas City Chiefs,4-2,0.669,0.669,0.899,0.8876529477196886,0.11234705228031139,176,176,1,1,43,4011281191117,111700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128121,2019-10-13T17:00Z,Miami Dolphins,Washington,MIA,WSH,0-5,1-5,16,17,FALSE,Washington,1-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,1-5,Miami Dolphins,0-5,0.347,0.653,0.5,0.30600000000000005,0.694,173,173,1,1,13,401128121301,30100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128123,2019-10-13T17:00Z,Minnesota Vikings,Philadelphia Eagles,MIN,PHI,4-2,3-3,38,20,TRUE,Minnesota Vikings,4-2,home,MIN,3.5,44,-176,157,105,-115,1,nflreadr,Minnesota Vikings,4-2,Philadelphia Eagles,3-3,0.654,0.654,0.367,0.05722070844686655,0.9427792915531334,173,173,1,1,9,401128123191,19100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128116,2019-10-13T17:00Z,Jacksonville Jaguars,New Orleans Saints,JAX,NO,2-4,5-1,6,13,FALSE,New Orleans Saints,5-1,home,JAX,2.5,42.5,-139,126,-110,100,1,nflreadr,New Orleans Saints,5-1,Jacksonville Jaguars,2-4,0.422,0.5780000000000001,0.562,0.2491103202846977,0.7508896797153023,162,162,1,1,90,4011281162097,209700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128105,2019-10-13T17:00Z,Baltimore Ravens,Cincinnati Bengals,BAL,CIN,4-2,0-6,23,17,TRUE,Baltimore Ravens,4-2,home,BAL,10.5,47,-531,425,-104,-106,1,nflreadr,Baltimore Ravens,4-2,Cincinnati Bengals,0-6,0.81,0.81,0.344,0.4476744186046513,0.5523255813953487,178,178,1,1,2,40112810536,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128128,2019-10-13T20:05Z,Los Angeles Rams,San Francisco 49ers,LAR,SF,3-3,5-0,7,20,FALSE,Los Angeles Rams,3-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Francisco 49ers,5-0,Los Angeles Rams,3-3,0.564,0.564,0.751,0.6684420772303594,0.3315579227696406,173,173,1,1,19,401128128469,46900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128126,2019-10-13T20:05Z,Arizona Cardinals,Atlanta Falcons,ARI,ATL,2-3-1,1-5,34,33,TRUE,Atlanta Falcons,1-5,away,ATL,3,52.5,145,-161,-102,-108,1,nflreadr,Arizona Cardinals,2-3-1,Atlanta Falcons,1-5,0.443,0.5569999999999999,0.7130000000000001,0.5974754558204771,0.4025245441795229,187,187,1,1,20,401128126513,51300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128129,2019-10-13T20:25Z,Denver Broncos,Tennessee Titans,DEN,TEN,2-4,2-4,16,0,TRUE,Tennessee Titans,2-4,home,DEN,1,41,-121,109,-113,103,1,nflreadr,Denver Broncos,2-4,Tennessee Titans,2-4,0.49,0.51,0.524,0.09160305343511466,0.9083969465648853,172,172,1,1,37,401128129822,82200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128130,2019-10-13T20:25Z,New York Jets,Dallas Cowboys,NYJ,DAL,1-4,3-3,24,22,TRUE,Dallas Cowboys,3-3,away,DAL,7,43.5,270,-316,-110,-100,1,nflreadr,New York Jets,1-4,Dallas Cowboys,3-3,0.269,0.731,0.773,0.7063389391979302,0.2936610608020698,180,180,1,1,9,401128130206,20600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128131,2019-10-14T00:20Z,Los Angeles Chargers,Pittsburgh Steelers,LAC,PIT,2-4,2-4,17,24,FALSE,Los Angeles Chargers,2-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pittsburgh Steelers,2-4,Los Angeles Chargers,2-4,0.644,0.644,0.663,0.49170437405731526,0.5082956259426847,153,153,1,1,11,401128131257,25700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128132,2019-10-15T00:15Z,Green Bay Packers,Detroit Lions,GB,DET,5-1,2-2-1,23,22,TRUE,Green Bay Packers,5-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Bay Packers,5-1,Detroit Lions,2-2-1,0.662,0.662,0.86,0.8372093023255813,0.16279069767441867,178,178,1,1,140,4011281323285,328500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127902,2019-10-18T00:20Z,Denver Broncos,Kansas City Chiefs,DEN,KC,2-5,5-2,6,30,FALSE,Kansas City Chiefs,5-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kansas City Chiefs,5-2,Denver Broncos,2-5,0.361,0.639,0.51,0.2921568627450981,0.7078431372549019,164,164,1,1,12,401127902277,27700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127940,2019-10-20T17:00Z,Atlanta Falcons,Los Angeles Rams,ATL,LAR,1-6,4-3,10,37,FALSE,Atlanta Falcons,1-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles Rams,4-3,Atlanta Falcons,1-6,0.506,0.506,0.627,0.40510366826156297,0.594896331738437,171,171,1,1,31,401127940715,71500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127942,2019-10-20T17:00Z,Buffalo Bills,Miami Dolphins,BUF,MIA,5-1,0-6,31,21,TRUE,Buffalo Bills,5-1,home,BUF,17,42.5,-1137,793,-108,-103,1,nflreadr,Buffalo Bills,5-1,Miami Dolphins,0-6,0.911,0.911,0.72,0.8763888888888889,0.12361111111111112,165,165,1,1,98,4011279422486,248600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127945,2019-10-20T17:00Z,Cincinnati Bengals,Jacksonville Jaguars,CIN,JAX,0-7,3-4,17,27,FALSE,Jacksonville Jaguars,3-4,away,JAX,4,44.5,189,-214,105,-116,1,nflreadr,Jacksonville Jaguars,3-4,Cincinnati Bengals,0-7,0.4,0.6,0.63,0.4126984126984128,0.5873015873015872,193,193,1,1,89,4011279452203,220300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127947,2019-10-20T17:00Z,Detroit Lions,Minnesota Vikings,DET,MIN,2-3-1,5-2,30,42,FALSE,Minnesota Vikings,5-2,away,MIN,2.5,43.5,124,-137,-100,-110,1,nflreadr,Minnesota Vikings,5-2,Detroit Lions,2-3-1,0.369,0.631,0.591,0.3756345177664975,0.6243654822335025,183,183,1,1,46,4011279471228,122800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127949,2019-10-20T17:00Z,Green Bay Packers,Oakland Raiders,GB,OAK,6-1,3-3,42,24,TRUE,Green Bay Packers,6-1,home,GB,5.5,48,-241,211,-107,-103,1,nflreadr,Green Bay Packers,6-1,Oakland Raiders,3-3,0.721,0.721,0.43899999999999995,0.3644646924829156,0.6355353075170844,157,157,1,1,11,401127949220,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127951,2019-10-20T17:00Z,Indianapolis Colts,Houston Texans,IND,HOU,4-2,4-3,30,23,TRUE,Houston Texans,4-3,home,IND,1.5,46.5,-120,109,-106,-104,1,nflreadr,Indianapolis Colts,4-2,Houston Texans,4-3,0.463,0.5369999999999999,0.5680000000000001,0.23943661971830998,0.76056338028169,177,177,1,1,109,4011279512824,282400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127974,2019-10-20T17:00Z,New York Giants,Arizona Cardinals,NYG,ARI,2-5,3-3-1,21,27,FALSE,New York Giants,2-5,home,NYG,3.5,49.5,-188,168,-104,-106,1,nflreadr,Arizona Cardinals,3-3-1,New York Giants,2-5,0.548,0.548,0.565,0.23008849557522115,0.7699115044247788,173,173,1,1,4,40112797475,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127977,2019-10-20T17:00Z,Washington,San Francisco 49ers,WSH,SF,1-6,6-0,0,9,FALSE,San Francisco 49ers,6-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Francisco 49ers,6-0,Washington,1-6,0.218,0.782,0.423,0.48463356973995275,0.5153664302600472,144,144,1,1,104,4011279772478,247800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127979,2019-10-20T20:05Z,Tennessee Titans,Los Angeles Chargers,TEN,LAC,3-4,2-5,23,20,TRUE,Tennessee Titans,3-4,home,TEN,3,42.5,-157,141,-103,-107,1,nflreadr,Tennessee Titans,3-4,Los Angeles Chargers,2-5,0.603,0.603,0.989,0.9888776541961577,0.011122345803842304,159,159,1,1,153,4011279793677,367700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127982,2019-10-20T20:25Z,Chicago Bears,New Orleans Saints,CHI,NO,3-3,6-1,25,36,FALSE,Chicago Bears,3-3,home,CHI,4,37,-213,188,-110,100,1,nflreadr,New Orleans Saints,6-1,Chicago Bears,3-3,0.597,0.597,0.619,0.38449111470113073,0.6155088852988693,194,194,1,1,48,4011279821292,129200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127985,2019-10-20T20:25Z,Seattle Seahawks,Baltimore Ravens,SEA,BAL,5-2,5-2,16,30,FALSE,Seattle Seahawks,5-2,home,SEA,3,49,-157,141,-106,-104,1,nflreadr,Baltimore Ravens,5-2,Seattle Seahawks,5-2,0.642,0.642,0.78,0.7179487179487181,0.28205128205128194,169,169,1,1,63,4011279851590,159000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127987,2019-10-21T00:20Z,Dallas Cowboys,Philadelphia Eagles,DAL,PHI,4-3,3-4,37,10,TRUE,Dallas Cowboys,4-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dallas Cowboys,4-3,Philadelphia Eagles,3-4,0.629,0.629,0.392,0.0535714285714286,0.9464285714285714,165,165,1,1,5,401127987101,10100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127894,2019-10-22T00:15Z,New York Jets,New England Patriots,NYJ,NE,1-5,7-0,0,33,FALSE,New England Patriots,7-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New England Patriots,7-0,New York Jets,1-5,0.146,0.854,0.161,0.09316770186335399,0.906832298136646,175,175,1,1,11,401127894247,24700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401127905,2019-10-25T00:20Z,Minnesota Vikings,Washington,MIN,WSH,6-2,1-7,19,9,TRUE,Minnesota Vikings,6-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minnesota Vikings,6-2,Washington,1-7,0.916,0.916,0.275,0.6945454545454547,0.3054545454545453,148,148,1,1,57,4011279051308,130800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128035,2019-10-27T17:00Z,Atlanta Falcons,Seattle Seahawks,ATL,SEA,1-7,6-2,20,27,FALSE,Seattle Seahawks,6-2,away,SEA,7.5,48.5,275,-323,-117,106,1,nflreadr,Seattle Seahawks,6-2,Atlanta Falcons,1-7,0.41,0.5900000000000001,0.451,0.09090909090909116,0.9090909090909088,178,178,1,1,32,401128035743,74300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128037,2019-10-27T17:00Z,Buffalo Bills,Philadelphia Eagles,BUF,PHI,5-2,4-4,13,31,FALSE,Philadelphia Eagles,4-4,home,BUF,1,39.5,-122,111,-113,102,1,nflreadr,Philadelphia Eagles,4-4,Buffalo Bills,5-2,0.47,0.53,0.724,0.6187845303867403,0.3812154696132597,171,171,1,1,61,4011280371592,159200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128039,2019-10-27T17:00Z,Chicago Bears,Los Angeles Chargers,CHI,LAC,3-4,3-5,16,17,FALSE,Chicago Bears,3-4,home,CHI,3.5,41,-182,163,-103,-107,1,nflreadr,Los Angeles Chargers,3-5,Chicago Bears,3-4,0.643,0.643,0.869,0.8492520138089759,0.15074798619102414,178,178,1,1,109,4011280392596,259600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
nfl,2019,401128042,2019-10-27T17:00Z,Detroit Lions,New York Giants,DET,NYG,3-3-1,2-6,31,26,TRUE,Detroit Lions,3-3-1,home,DET,6.5,49,-267,232,102,-113,1,nflreadr,Detroit Lions,3-3-1,New York Giants,2-6,0.787,0.787,0.29600000000000004,0.2804054054054056,0.7195945945945944,169,169,1,1,68,4011280421749,174900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,0,0,FALSE
