league,method,time_index,regulation_fraction,n_games,n_bins,gap_min,gap_max,band_lower,band_upper,max_abs_gap,significant_cells
nfl,linear,17,0.8500000000000001,1848,10,-0.023245453797800665,0.04027353456980417,-0.26183046721834835,0.28548355675614334,0.04027353456980417,2
nfl,linear,18,0.9,1848,9,-0.023774078584020687,0.057827141536393095,-0.250605134121884,0.33813391814895943,0.057827141536393095,2
nfl,linear,19,0.95,1848,8,-0.0359041106870325,0.06857803326719518,-0.23644274357140727,0.3284692695094654,0.06857803326719518,1
nfl,locf,0,0,1848,10,-0.050370652173913066,0.022351612903225807,-0.3244291859005406,0.3050548380707302,0.050370652173913066,0
nfl,locf,1,0.05,1848,10,-0.06282432432432432,0.05497934782608696,-0.32654396876384023,0.2905891705490008,0.06282432432432432,0
nfl,locf,2,0.1,1848,10,-0.050187027027027015,0.014409189189189188,-0.3287737777420847,0.28994523467878786,0.050187027027027015,0
nfl,locf,3,0.15000000000000002,1848,10,-0.05732756756756757,0.028765053763440865,-0.310348274600768,0.29346844697059726,0.05732756756756757,0
nfl,locf,4,0.2,1848,10,-0.039151891891891916,0.03358502673796791,-0.3195796989247629,0.27634628227142327,0.039151891891891916,0
nfl,locf,5,0.25,1848,10,-0.06108972972972977,0.03240869565217392,-0.32790037664636174,0.2724592442519595,0.06108972972972977,0
nfl,locf,6,0.30000000000000004,1848,10,-0.04988655913978491,0.04586702702702703,-0.3159835046712955,0.2768899165779921,0.04988655913978491,0
nfl,locf,7,0.35000000000000003,1848,10,-0.05713097826086957,0.03490108695652174,-0.3038299980661986,0.26026375820746206,0.05713097826086957,0
nfl,locf,8,0.4,1848,10,-0.07287326203208558,0.025101621621621623,-0.33191213400991837,0.26808821815987,0.07287326203208558,0
nfl,locf,9,0.45,1848,10,-0.06159837837837837,0.061450810810810795,-0.3288971201748016,0.26116356674516156,0.06159837837837837,0
nfl,locf,10,0.5,1848,10,-0.054812499999999965,0.013870652173913048,-0.30379022442080694,0.2733643936056541,0.054812499999999965,0
nfl,locf,11,0.55,1848,10,-0.041052941176470584,0.03843027027027029,-0.31481503454630544,0.2819084797291138,0.041052941176470584,0
nfl,locf,12,0.6000000000000001,1848,10,-0.04573837837837835,0.0605909090909091,-0.30381612389513396,0.24697129256410563,0.0605909090909091,0
nfl,locf,13,0.65,1848,10,-0.03527675675675676,0.028589189189189197,-0.29057080620915915,0.2820844285589476,0.03527675675675676,0
nfl,locf,14,0.7000000000000001,1848,10,-0.032039130434782584,0.0341827027027027,-0.30420052198496367,0.2840905944797041,0.0341827027027027,1
nfl,locf,15,0.75,1848,10,-0.028896756756756747,0.04714098360655736,-0.27755001632045473,0.28857305815652406,0.04714098360655736,0
nfl,locf,16,0.8,1848,10,-0.02028315217391302,0.05858486486486486,-0.2791916896876228,0.3141827758101909,0.05858486486486486,2
nfl,locf,17,0.8500000000000001,1848,10,-0.02456594594594593,0.034489729729729725,-0.27002429602742467,0.28048842646220734,0.034489729729729725,2
nfl,locf,18,0.9,1848,9,-0.02746162162162163,0.06724510869565216,-0.26644131038988933,0.34795434563382094,0.06724510869565216,2
nfl,locf,19,0.95,1848,8,-0.017737297297297273,0.05178260869565219,-0.25651921821420626,0.3223707273608117,0.05178260869565219,1
