league,analysis,sample,estimand,threshold,estimate,ci_lower,ci_upper,p_value,n,n_games,replicates,seed,note
nba,fixed_clock,locf,gap_t02_bin07,0.1,-0.019040000000000026,-0.13829811154175387,0.10021811154175381,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin08,0.1,-0.019622572815533965,-0.12646953469159997,0.08722438906053204,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin09,0.1,-0.02940530759951749,-0.1271781767322279,0.06836756153319293,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin10,0.1,-0.04052460984393759,-0.1243073584288018,0.04325813874092663,,833,833,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin01,0.15000000000000002,0.053590024330900224,-0.04764591978593305,0.1548259684477335,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin02,0.15000000000000002,0.018669481302774436,-0.09300392082790332,0.13034288343345218,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin03,0.15000000000000002,0.0014920634920634833,-0.11585438030902469,0.11883850729315167,,819,819,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin04,0.15000000000000002,0.027406962785114026,-0.09798790398030087,0.15280182955052893,,833,833,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin05,0.15000000000000002,-0.03469660194174758,-0.16697633058236222,0.09758312669886704,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin06,0.15000000000000002,-0.04241155234657041,-0.16184717317147881,0.07702406847833801,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin07,0.15000000000000002,0.0038604368932038773,-0.10739450715252948,0.11511538093893724,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin08,0.15000000000000002,-0.04329079754601227,-0.15734804689284404,0.07076645180081952,,815,815,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin09,0.15000000000000002,-0.030155952380952377,-0.12949134451097635,0.06917943974907159,,840,840,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t03_bin10,0.15000000000000002,-0.035423913043478264,-0.11376150748457713,0.0429136813976206,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin01,0.2,0.06018712029161604,-0.037639833665565454,0.15801407424879754,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin02,0.2,0.02781182147165259,-0.09228336605993992,0.1479070090032451,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin03,0.2,0.015008536585365868,-0.11288920741556409,0.14290628058629581,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin04,0.2,-0.0127139393939394,-0.13941055988138765,0.11398268109350886,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin05,0.2,0.002043321299638972,-0.11986912209335672,0.12395576469263465,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin06,0.2,-0.03852753977968175,-0.1558007944205192,0.07874571486115571,,817,817,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin07,0.2,-0.009025301204819286,-0.11651954808257138,0.09846894567293281,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin08,0.2,-0.016731559854897233,-0.12532809779358792,0.09186497808379346,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin09,0.2,-0.0402581032412965,-0.13675585729057055,0.056239650807977534,,833,833,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t04_bin10,0.2,-0.01983253012048193,-0.08889871212967607,0.049233651888712204,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin01,0.25,0.04634382566585956,-0.04785049853807149,0.1405381498697906,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin02,0.25,0.03951338199513382,-0.07792947585382454,0.15695623984409218,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin03,0.25,0.0026674698795180886,-0.12249602486652515,0.12783096462556132,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin04,0.25,-0.0051725394896719274,-0.131536479424121,0.12119140044477715,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin05,0.25,-0.0021465201465201357,-0.12832691606543592,0.12403387577239564,,819,819,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin06,0.25,-0.03005515587529979,-0.1518096823185051,0.09169937056790554,,834,834,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin07,0.25,-0.007692400482509035,-0.11584525945669479,0.10046045849167672,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin08,0.25,-0.029342331288343577,-0.14274507025755725,0.08406040768087011,,815,815,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin09,0.25,-0.021087320574162648,-0.11341705311766415,0.07124241196933884,,836,836,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t05_bin10,0.25,-0.013791817087845973,-0.07911157849630022,0.051527944320608275,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin01,0.30000000000000004,0.03666463414634145,-0.05397574033187729,0.12730500862456018,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin02,0.30000000000000004,0.043051932367149756,-0.06601597149928168,0.1521198362335812,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin03,0.30000000000000004,0.011572803850782189,-0.10695454029407596,0.13010014799564035,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin04,0.30000000000000004,0.00263349514563107,-0.11606944723337691,0.12133643752463906,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin05,0.30000000000000004,0.009921116504854343,-0.11538603483006495,0.13522826783977362,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin06,0.30000000000000004,-0.00934666666666665,-0.12998815267516456,0.11129481934183126,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin07,0.30000000000000004,-0.030389156626505997,-0.14466624758977145,0.08388793433675946,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin08,0.30000000000000004,-0.022907654921020676,-0.12300603238890728,0.07719072254686593,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin09,0.30000000000000004,-0.03354698795180722,-0.12899415399797132,0.06190017809435687,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t06_bin10,0.30000000000000004,-0.014502409638554205,-0.07897632670439608,0.049971507427287676,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin01,0.35000000000000003,0.038976800976800965,-0.04352946436897294,0.12148306632257487,,819,819,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin02,0.35000000000000003,0.028159420289855068,-0.08419702536201526,0.1405158659417254,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin03,0.35000000000000003,0.01475698663426487,-0.10493929800476401,0.13445327127329376,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin04,0.35000000000000003,0.025186440677966083,-0.09499109759110833,0.1453639789470405,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin05,0.35000000000000003,7.796407185628667e-4,-0.11574768822165354,0.11730696965877926,,835,835,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin06,0.35000000000000003,0.007784503631961246,-0.11008297383311254,0.12565198109703504,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin07,0.35000000000000003,-0.02403631961259079,-0.142197831315222,0.09412519209004042,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin08,0.35000000000000003,-0.03299879227053141,-0.13985926316328148,0.07386167862221868,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin09,0.35000000000000003,-0.03181796116504854,-0.11799772200216369,0.054361799672066606,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t07_bin10,0.35000000000000003,-0.020885542168674696,-0.08275086383671035,0.04097977949936095,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin01,0.4,0.03902181818181819,-0.037759433369948435,0.11580306973358481,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin02,0.4,0.04049331713244229,-0.06711896582528329,0.14810560009016785,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin03,0.4,0.03227951807228915,-0.07898963535474554,0.14354867149932385,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin04,0.4,0.015723095525997564,-0.10503794120380827,0.13648413225580341,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin05,0.4,-0.030477521263669483,-0.1533358050285245,0.09238076250118553,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin06,0.4,0.03442028985507246,-0.08119761588820648,0.15003819559835138,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin07,0.4,-0.017894289185905216,-0.13797591139104043,0.10218733301922998,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin08,0.4,-0.03573944511459589,-0.1344149522935646,0.0629360620643728,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin09,0.4,-0.03326876513317192,-0.12002044897401709,0.05348291870767325,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t08_bin10,0.4,-0.008034897713598069,-0.05997513667761504,0.0439053412504189,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin01,0.45,0.034391041162227604,-0.03510231824660284,0.10388440057105805,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin02,0.45,0.051126520681265206,-0.05305594007137972,0.15530898143391014,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin03,0.45,0.018111786148238163,-0.09676095557742181,0.13298452787389814,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin04,0.45,0.02364380264741277,-0.09882071091736899,0.14610831621219453,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin05,0.45,0.006167070217917679,-0.11106868984862474,0.1234028302844601,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin06,0.45,0.01681067961165047,-0.10338997768919475,0.13701133691249567,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin07,0.45,-0.013866265060240931,-0.126636626475884,0.09890409635540215,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin08,0.45,-0.03464390243902438,-0.13557540322437894,0.06628759834633018,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin09,0.45,-0.039431680773881525,-0.12024912865510935,0.0413857671073463,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t09_bin10,0.45,-0.013782296650717691,-0.06412010740490842,0.03655551410347303,,836,836,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin01,0.5,0.04336969696969697,-0.029641398929201097,0.11638079286859504,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin02,0.5,0.020752740560292336,-0.07600705231910401,0.11751253343968868,,821,821,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin03,0.5,0.04495767835550183,-0.06976952994738705,0.15968488665839073,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin04,0.5,0.0037343750000000306,-0.11554943474389841,0.12301818474389846,,832,832,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin05,0.5,0.043855582524271866,-0.07603922361619385,0.16375038866473757,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin06,0.5,-0.015283454987834587,-0.1367024062127295,0.10613549623706031,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin07,0.5,-0.0010870616686819714,-0.1063104601186181,0.10413633678125415,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin08,0.5,-0.031306024096385526,-0.12479898199740615,0.062186933804635094,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin09,0.5,-0.03048964677222902,-0.10869258109946328,0.04771328755500525,,821,821,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t10_bin10,0.5,-0.013620813397129141,-0.05973107222631638,0.0324894454320581,,836,836,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin01,0.55,0.02952503052503053,-0.031305191771791585,0.09035525282185265,,819,819,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin02,0.55,0.04190447400241836,-0.05327209337747333,0.13708104138231006,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin03,0.55,0.052785114045618226,-0.06370390348908905,0.1692741315803255,,833,833,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin04,0.55,0.04343926380368097,-0.07409947965734204,0.160978007264704,,815,815,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin05,0.55,-0.0043985594237695,-0.12669421761577118,0.11789709876823219,,833,833,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin06,0.55,0.017260290556900728,-0.09818033692167778,0.13270091803547923,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin07,0.55,-0.023692865779927418,-0.1315097783034861,0.08412404674363125,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin08,0.55,-0.02068599033816425,-0.10923999635148793,0.06786801567515943,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin09,0.55,-0.03408262454434995,-0.10721369815441317,0.039048449065713274,,823,823,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t11_bin10,0.55,-0.01004676258992805,-0.04918598939763676,0.02909246421778066,,834,834,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin01,0.6000000000000001,0.027403422982885096,-0.027155769754390623,0.08196261572016081,,818,818,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin02,0.6000000000000001,0.031238895558223297,-0.0526299377829161,0.11510772889936269,,833,833,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin03,0.6000000000000001,0.05842060606060605,-0.059208358192645416,0.1760495703138575,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin04,0.6000000000000001,0.03685748792270532,-0.08619213671328906,0.15990711255869972,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin05,0.6000000000000001,0.035013333333333306,-0.08340867278788958,0.1534353394545562,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin06,0.6000000000000001,0.0029768292682926744,-0.10798066742271499,0.11393432595930035,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin07,0.6000000000000001,-0.011294964028776984,-0.1125902662992659,0.09000033824171193,,834,834,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin08,0.6000000000000001,-0.04497293972939728,-0.13857173866672357,0.048625859207929,,813,813,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin09,0.6000000000000001,-0.028353790613718413,-0.09905482423796984,0.04234724301053301,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t12_bin10,0.6000000000000001,-0.005415274463007136,-0.035742430056268495,0.02491188113025422,,838,838,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin01,0.65,0.019748786407766977,-0.028222982025205706,0.06772055484073966,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin02,0.65,0.041949152542372886,-0.04150939533088305,0.12540770041562882,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin03,0.65,0.04711942098914356,-0.062390393078441984,0.1566292350567291,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin04,0.65,0.032510948905109485,-0.08524164705945451,0.15026354486967347,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin05,0.65,0.03429759036144577,-0.08179032398286795,0.15038550470575948,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin06,0.65,0.022229927007299262,-0.09200041141157064,0.13646026542616915,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin07,0.65,-0.021182587666263616,-0.12558167459805358,0.08321649926552635,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin08,0.65,-0.025100000000000004,-0.11167113917964563,0.06147113917964563,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin09,0.65,-0.028831719128329283,-0.09081962017067179,0.03315618191401322,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t13_bin10,0.65,-0.005433051869722549,-0.033687891079364485,0.02282178733991939,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin01,0.7000000000000001,0.00785121951219512,-0.026001464850625974,0.04170390387501621,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin02,0.7000000000000001,0.052165458937198095,-0.033654538287852115,0.1379854561622483,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin03,0.7000000000000001,0.04365342960288808,-0.06274297168226016,0.1500498308880363,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin04,0.7000000000000001,0.04403757575757573,-0.07581458121792495,0.16388973273307642,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin05,0.7000000000000001,0.022179049939098628,-0.09597300428595752,0.14033110416415479,,821,821,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin06,0.7000000000000001,0.019474127557160045,-0.09122120084562998,0.13016945595995008,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin07,0.7000000000000001,-0.026946601941747576,-0.12918979532840882,0.07529659144491369,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin08,0.7000000000000001,-0.01970681265206814,-0.10124595118873862,0.06183232588460234,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin09,0.7000000000000001,-0.02552392344497606,-0.08190693531408197,0.030859088424129856,,836,836,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t14_bin10,0.7000000000000001,-0.0024945586457073878,-0.023775878274197894,0.01878676098278312,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin01,0.75,0.001389024390243889,-0.02042419921108927,0.02320224799157705,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin02,0.75,0.03419588875453445,-0.03791415783806148,0.10630593534713037,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin03,0.75,0.06536911942098915,-0.04064236242201255,0.17138060126399085,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin04,0.75,0.024486714975845435,-0.09117578275983174,0.14014921271152261,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin05,0.75,0.041231515151515165,-0.07666567093482118,0.1591287012378515,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin06,0.75,0.008902291917973489,-0.10476955737868868,0.12257414121463564,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin07,0.75,-0.007560975609756134,-0.0984871345162672,0.08336518329675494,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin08,0.75,-0.016019230769230782,-0.08960615379068118,0.05756769225221961,,832,832,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin09,0.75,-0.020911989795918313,-0.06896868005837173,0.0271447004665351,,784,784,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t15_bin10,0.75,3.260619977037853e-4,-0.010952364691619365,0.011604488687026935,,871,871,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin01,0.8,0.002642066420664208,-0.015766333380751042,0.021050466222079456,,813,813,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin02,0.8,0.03170419161676645,-0.031205968121847158,0.09461435135538006,,835,835,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin03,0.8,0.0635409638554217,-0.03902526791376759,0.166107195624611,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin04,0.8,0.04996852300242131,-0.0684446502295912,0.16838169623443383,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin05,0.8,0.023655797101449258,-0.09948061141713978,0.1467922056200383,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin06,0.8,-0.01227317073170733,-0.1249104372976683,0.10036409583425364,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin07,0.8,-0.008901085645355846,-0.09939500382513983,0.08159283253442814,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin08,0.8,-0.013946601941747573,-0.07727026282083754,0.0493770589373424,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin09,0.8,-0.00798910411622275,-0.044161651504910034,0.028183443272464533,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t16_bin10,0.8,0.0013764988009592326,0.0012092095387711112,0.001543788063147354,,834,834,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t17_bin01,0.8500000000000001,-0.0015245901639344263,-0.0017496979320963191,-0.0012994823957725335,,793,793,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t17_bin02,0.8500000000000001,0.018809133489461352,-0.029536165104196085,0.06715443208311879,,854,854,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t17_bin03,0.8500000000000001,0.05624278846153847,-0.035543598265826766,0.1480291751889037,,832,832,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
