league,analysis,sample,estimand,threshold,estimate,ci_lower,ci_upper,p_value,n,n_games,replicates,seed,note
nba,fixed_clock,linear,gap_t07_bin05,0.35000000000000003,0.007048398759506979,-0.11616973132012062,0.1302665288391346,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t07_bin06,0.35000000000000003,0.006646707180675211,-0.11573462070853954,0.12902803506988997,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t07_bin07,0.35000000000000003,-0.029821932081116567,-0.1486324490673862,0.08898858490515309,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t07_bin08,0.35000000000000003,-0.033284321036175214,-0.1463613069908101,0.07979266491845965,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t07_bin09,0.35000000000000003,-0.02799149089922668,-0.11608492908014481,0.06010194728169146,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t07_bin10,0.35000000000000003,-0.01770680574721914,-0.0819534656188188,0.046539854124380525,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin01,0.4,0.039422998588109714,-0.04233562647392662,0.12118162365014605,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin02,0.4,0.04540098362138317,-0.06982315718769194,0.1606251244304583,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin03,0.4,0.02482084543967036,-0.0930233584579891,0.14266504933732982,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin04,0.4,0.017718674834999372,-0.11211410416813614,0.14755145383813487,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin05,0.4,-0.014179834368648702,-0.14262153601043037,0.11426186727313298,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin06,0.4,0.013833002382100328,-0.11255744625824782,0.1402234510224485,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin07,0.4,-0.019381941496442966,-0.1443418758096415,0.10557799281675556,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin08,0.4,-0.029639605387801075,-0.13256160071786446,0.07328238994226233,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin09,0.4,-0.03159519295703522,-0.12118714803292832,0.057996762118857875,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t08_bin10,0.4,-0.008412972437903376,-0.06276652536063324,0.04594058048482648,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin01,0.45,0.03489479192799257,-0.04024599106229577,0.11003557491828092,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin02,0.45,0.0585786519125027,-0.04989662249845676,0.16705392632346217,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin03,0.45,0.00621329713141445,-0.11324314776341773,0.12566974202624664,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin04,0.45,0.026860796543630085,-0.10396625293856501,0.15768784602582517,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin05,0.45,-0.00653466204396261,-0.13180559032038594,0.11873626623246072,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin06,0.45,0.028274126311791038,-0.09804262668184587,0.15459087930542795,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin07,0.45,-0.01964071711217059,-0.1366058128222789,0.09732437859793773,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin08,0.45,-0.027393155754358,-0.13097577307408806,0.07618946156537207,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin09,0.45,-0.0382649561234272,-0.12396813503939026,0.04743822279253586,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t09_bin10,0.45,-0.014706712176458536,-0.06852899295414308,0.039115568601226,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin01,0.5,0.04336969696969697,-0.03363830736539288,0.12037770130478681,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin02,0.5,0.020752740560292336,-0.08130405584551821,0.12280953696610288,,821,821,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin03,0.5,0.04460796698355999,-0.07637108958635777,0.16558702355347774,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin04,0.5,5.57575757575751e-4,-0.12610133003826748,0.127216481553419,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin05,0.5,0.04667148014440432,-0.079109284035259,0.17245224432406764,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin06,0.5,-0.014542021924482338,-0.14265582838213897,0.11357178453317429,,821,821,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin07,0.5,-0.0010870616686819714,-0.11207079399350883,0.10989667065614489,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin08,0.5,-0.03128705436781293,-0.129901443349695,0.06732733461406915,,830,830,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin09,0.5,-0.03048964677222902,-0.11297371075652671,0.051994417212068676,,821,821,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t10_bin10,0.5,-0.013620813397129141,-0.06225532529005032,0.03501369849579203,,836,836,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin01,0.55,0.03382174884460975,-0.03152660976228388,0.09917010745150337,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin02,0.55,0.03740422284674456,-0.06355272314315746,0.13836116883664656,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin03,0.55,0.05212357604611258,-0.07142310708709386,0.175670259179319,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin04,0.55,0.03343248813399299,-0.09165448280978672,0.1585194590777727,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin05,0.55,0.017226917967934744,-0.11240168222793234,0.14685551816380182,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin06,0.55,0.0034683968286086933,-0.11714125156728523,0.12407804522450262,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin07,0.55,-0.020922322357272594,-0.1403229338481988,0.09847828913365361,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin08,0.55,-0.021762746984486204,-0.11875477948602875,0.07522928551705635,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin09,0.55,-0.03342297210317734,-0.11044993155425485,0.04360398734790018,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t11_bin10,0.55,-0.008235670697108876,-0.04795874715234075,0.03148740575812299,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin01,0.6000000000000001,0.025214728303023768,-0.03214979207924379,0.08257924868529133,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin02,0.6000000000000001,0.0372374580788417,-0.05443649466579341,0.1289114108234768,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin03,0.6000000000000001,0.05005820291974482,-0.0709482755375465,0.17106468137703612,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin04,0.6000000000000001,0.04384597863373498,-0.08563025684747902,0.173322214114949,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin05,0.6000000000000001,0.03182218921387428,-0.09116502667186954,0.1548094050996181,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin06,0.6000000000000001,-6.276425153340199e-4,-0.12283239296997847,0.12157710793931042,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin07,0.6000000000000001,-0.01866714059865162,-0.12640668761410553,0.08907240641680231,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin08,0.6000000000000001,-0.03749453008648517,-0.13073848096437282,0.055749420791402486,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin09,0.6000000000000001,-0.02411216128260708,-0.09703277144133154,0.04880844887611738,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t12_bin10,0.6000000000000001,-0.0072717176768843225,-0.041190396539057005,0.026646961185288358,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin01,0.65,0.017460837097980908,-0.031830958048049834,0.06675263224401165,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin02,0.65,0.043655187000528166,-0.04843740202565001,0.13574777602670635,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin03,0.65,0.044616107512868076,-0.07154993843037602,0.16078215345611216,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin04,0.65,0.04075570121680039,-0.08199212487085596,0.16350352730445672,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin05,0.65,0.026687598035695016,-0.09497050812423255,0.14834570419562257,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin06,0.65,0.026421722322991024,-0.0919510922865189,0.14479453693250097,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin07,0.65,-0.022753204455545857,-0.1332852500811153,0.0877788411700236,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin08,0.65,-0.03130670301727256,-0.12311623585361361,0.06050282981906851,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin09,0.65,-0.023240513348676696,-0.08478976889506526,0.038308742197711874,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t13_bin10,0.65,-0.005620939804198474,-0.035474490060457095,0.024232610452060144,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin01,0.7000000000000001,0.012587138637613137,-0.027040060396643483,0.052214337671869754,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin02,0.7000000000000001,0.04709055133213319,-0.04016913904641338,0.13435024171067977,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin03,0.7000000000000001,0.050298059991476914,-0.06422466884201775,0.1648207888249716,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin04,0.7000000000000001,0.04166572220738154,-0.08311473053123425,0.16644617494599734,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin05,0.7000000000000001,0.017803843385988737,-0.1044184835582392,0.14002617033021666,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin06,0.7000000000000001,0.01083295399382905,-0.10606295725053984,0.12772886523819793,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin07,0.7000000000000001,-0.022320478139191493,-0.12803828013092933,0.08339732385254635,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin08,0.7000000000000001,-0.016432904790239632,-0.09802191530542612,0.06515610572494684,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin09,0.7000000000000001,-0.024412766853862487,-0.0838396677064582,0.035014133998733224,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t14_bin10,0.7000000000000001,-0.0013523701337119563,-0.022476024804311157,0.019771284536887243,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin01,0.75,0.001389024390243889,-0.021618339038183994,0.02439638781867177,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin02,0.75,0.03419588875453445,-0.04186173936675456,0.11025351687582347,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin03,0.75,0.06536911942098915,-0.04644583901546388,0.17718407785744217,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin04,0.75,0.024486714975845435,-0.09750759311357439,0.14648102306526525,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin05,0.75,0.041231515151515165,-0.08311981673102012,0.16558284703405043,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin06,0.75,0.008900900212005774,-0.11099338543808818,0.12879518586209973,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin07,0.75,-0.007532174009667205,-0.1034615339475033,0.0883971859281689,,820,820,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin08,0.75,-0.016019230769230782,-0.09363458522013285,0.06159612368167128,,832,832,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin09,0.75,-0.020891072363011125,-0.07157867768047037,0.02979653295444812,,784,784,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t15_bin10,0.75,3.24050717775527e-4,-0.011571699541072228,0.012219800976623283,,871,871,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin01,0.8,0.0012440412890967418,-0.01634771236663298,0.018835794944826463,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin02,0.8,0.03385366869877463,-0.03259895627493723,0.1003062936724865,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin03,0.8,0.05971759536326721,-0.05196630230732834,0.17140149303386276,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin04,0.8,0.05366897319748064,-0.06982389462292521,0.17716184101788648,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin05,0.8,0.02000502369468899,-0.11124807314139107,0.15125812053076904,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin06,0.8,-4.002878148933548e-4,-0.11598019607125427,0.11517962044146755,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin07,0.8,-0.021756210123395306,-0.11719771864803401,0.0736852984012434,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin08,0.8,-0.0104975528721013,-0.07469792965304074,0.05370282390883814,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin09,0.8,-0.004716442560497086,-0.03983261842801089,0.030399733307016716,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t16_bin10,0.8,0.0013604204904488458,0.0011979310454460238,0.0015229099354516678,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin01,0.8500000000000001,-4.4444537474948016e-4,-0.009350014493534991,0.008461123744036032,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin02,0.8500000000000001,0.018203232400608838,-0.03323958229059128,0.06964604709180895,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin03,0.8500000000000001,0.0513835047617691,-0.04705702542493874,0.14982403494847696,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin04,0.8500000000000001,0.051316223502951286,-0.0702868140380348,0.17291926104393737,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin05,0.8500000000000001,0.009883278946520989,-0.11869476492315159,0.13846132281619358,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin06,0.8500000000000001,0.014133387384394172,-0.09939865786299854,0.12766543263178687,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin07,0.8500000000000001,-0.01116862494879711,-0.1008328905554775,0.07849564065788328,,828,828,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin08,0.8500000000000001,-0.003680241845444031,-0.057115327753539565,0.04975484406265151,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin09,0.8500000000000001,-0.0014022282996575945,-0.023911720951829495,0.021107264352514303,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t17_bin10,0.8500000000000001,-2.0899670831654192e-4,-0.00912645339280084,0.008708459976167756,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin01,0.9,-0.0010148788005288113,-0.0010343121144263511,-9.954454866312715e-4,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin02,0.9,0.007039899646700549,-0.02789062575204039,0.04197042504544149,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin03,0.9,0.03530706812557089,-0.04938305503475742,0.1199971912858992,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin04,0.9,0.04054698933771233,-0.07557072570636822,0.15666470438179286,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin05,0.9,0.031367687146976866,-0.09532703176520284,0.15806240605915656,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin06,0.9,0.01486201714242113,-0.08968323052416696,0.11940726480900923,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin07,0.9,-0.027910393598275334,-0.11165040608169896,0.055829618885148286,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin08,0.9,0.0037196350344398765,-0.03044718744988292,0.03788645751876267,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t18_bin09,0.9,6.195934178730289e-4,-0.005620656889810905,0.006859843725556963,,1655,1655,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t19_bin01,0.95,-0.0018558996651821579,-0.006298196865306922,0.0025863975349426065,,1652,1652,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t19_bin02,0.95,-0.0054723315688227055,-0.057830872895992216,0.0468862097583468,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t19_bin03,0.95,0.008808533048651788,-0.10435472079047162,0.12197178688777519,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t19_bin04,0.95,0.05411738545584544,-0.06931283717492476,0.17754760808661565,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t19_bin05,0.95,0.02380723787696009,-0.07784929183317077,0.12546376758709094,,826,826,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t19_bin06,0.95,0.0017138311875986097,-0.05611239110480203,0.05954005347999925,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,linear,gap_t19_bin07,0.95,0.0015431718386146162,-0.0037259535801022385,0.006812297257331471,,2480,2480,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin01,0,-0.00421818181818182,-0.1103984244606034,0.10196206082423977,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin02,0,-0.007063882063882041,-0.12153604580389404,0.10740828167612995,,814,814,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin03,0,0.009178016726403823,-0.10842993281348996,0.12678596626629762,,837,837,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin04,0,-0.001347037484885112,-0.1241649933672267,0.12147091839745647,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin05,0,-0.01814215686274508,-0.13594274851556395,0.0996584347900738,,816,816,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin06,0,-0.0032026699029126023,-0.12814325859051298,0.12173791878468779,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin07,0,-0.029836710369487488,-0.1470299112853561,0.08735649054638113,,839,839,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin08,0,-0.018413202933985306,-0.13055218053357484,0.09372577466560424,,818,818,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin09,0,-0.028846803377563342,-0.13757593620567998,0.07988232945055329,,829,829,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t00_bin10,0,-0.03912559808612438,-0.12814072962992756,0.0498895334576788,,836,836,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin01,0.05,0.020999999999999994,-0.08236238505523816,0.12436238505523814,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin02,0.05,0.031533007334963295,-0.09079617887090613,0.15386219354083272,,818,818,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin03,0.05,-0.005192583732057397,-0.1269665606781822,0.11658139321406742,,836,836,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin04,0.05,-0.02834587378640777,-0.15259301566010902,0.09590126808729349,,824,824,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin05,0.05,-0.010888077858880768,-0.1322814059841086,0.11050525026634704,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin06,0.05,-0.024218487394957976,-0.1397126606952439,0.09127568590532796,,833,833,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin07,0.05,-0.034410909090909096,-0.15019628095027293,0.08137446276845473,,825,825,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin08,0.05,-0.013882208588957006,-0.12440595673605202,0.09664153955813802,,815,815,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin09,0.05,-0.009977299880525705,-0.11210714392887308,0.09215254416782168,,837,837,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t01_bin10,0.05,-0.049051744885679906,-0.13998984725652258,0.04188635748516276,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin01,0.1,0.02824205378973105,-0.07697035484423048,0.13345446242369258,,818,818,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin02,0.1,0.02251022864019254,-0.0938466079056765,0.1388670651860616,,831,831,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin03,0.1,0.0037146311970979655,-0.12357960248905862,0.13100886488325456,,827,827,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin04,0.1,-0.020600487210718648,-0.15215968618998296,0.11095871176854567,,821,821,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin05,0.1,-0.004216545012165441,-0.12681467084771433,0.11838158082338346,,822,822,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
nba,fixed_clock,locf,gap_t02_bin06,0.1,-0.023540119760479036,-0.1424825251534228,0.09540228563246472,,835,835,9999,20260815,One game per fixed time; simultaneous dyadic-bootstrap band
