league,method,time_index,regulation_fraction,bin_id,bin_lower,bin_upper,n_games,mean_forecast,observed_rate,gap,standard_error,simultaneous_critical_value,gap_ci_lower,gap_ci_upper,observed_ci_lower,observed_ci_upper,significant
nba,linear,8,0.4,9,0.8403703703703703,0.9177777777777778,825,0.8812921626540049,0.8496969696969697,-0.03159519295703522,0.020626307145762933,4.343577085455024,-0.12118714803292832,0.057996762118857875,0.7601050146210766,0.9392889247728627,FALSE
nba,linear,8,0.4,10,0.918,0.999,829,0.957749522498217,0.9493365500603137,-0.008412972437903376,0.012513546289932113,4.343577085455024,-0.06276652536063324,0.04594058048482648,0.8949829971375838,1.0036901029830434,FALSE
nba,linear,9,0.45,1,0.001,0.1318888888888889,825,0.06813551110231045,0.10303030303030299,0.03489479192799257,0.017299286167133086,4.343577085455024,-0.04024599106229577,0.11003557491828092,0.02788952004001468,0.17817108602059137,FALSE
nba,linear,9,0.45,2,0.132,0.2524999999999999,827,0.19293283539100395,0.2515114873035066,0.0585786519125027,0.024973719189697725,4.343577085455024,-0.04989662249845676,0.16705392632346217,0.1430362128925472,0.3599867617144661,FALSE
nba,linear,9,0.45,3,0.25275000000000003,0.3678,826,0.3085566786555105,0.31476997578692484,0.00621329713141445,0.027501859077129324,4.343577085455024,-0.11324314776341773,0.12566974202624664,0.19531353089209277,0.43422642068175715,FALSE
nba,linear,9,0.45,4,0.368,0.4822,827,0.4265853945083651,0.4534461910519952,0.026860796543630085,0.030119656427943866,4.343577085455024,-0.10396625293856501,0.15768784602582517,0.3226191415698001,0.5842732405341903,FALSE
nba,linear,9,0.45,5,0.48225,0.5892083333333333,827,0.5373690030354983,0.5308343409915355,-0.00653466204396261,0.02884049846747458,4.343577085455024,-0.13180559032038594,0.11873626623246072,0.4055634127151123,0.656105269267959,FALSE
nba,linear,9,0.45,6,0.5893333333333333,0.6834,826,0.6375854378528579,0.6658595641646491,0.028274126311791038,0.029081273454688607,4.343577085455024,-0.09804262668184587,0.15459087930542795,0.5395428111710121,0.7921763171582858,FALSE
nba,linear,9,0.45,7,0.6835454545454545,0.7729565217391304,825,0.729943747415201,0.7103030303030303,-0.01964071711217059,0.026928288230863826,4.343577085455024,-0.1366058128222789,0.09732437859793773,0.5933379345929221,0.8272681260131387,FALSE
nba,linear,9,0.45,8,0.773,0.8557272727272727,828,0.8148327692809281,0.7874396135265701,-0.027393155754358,0.02384730724972939,4.343577085455024,-0.13097577307408806,0.07618946156537207,0.68385699620684,0.8910222308463002,FALSE
nba,linear,9,0.45,9,0.85575,0.9301428571428572,827,0.8943713648295941,0.8561064087061668,-0.0382649561234272,0.019731013685229663,4.343577085455024,-0.12396813503939026,0.04743822279253586,0.7704032297902038,0.94180958762213,FALSE
nba,linear,9,0.45,10,0.9302631578947368,0.999,827,0.9663391184642457,0.9516324062877871,-0.014706712176458536,0.012391234164558687,4.343577085455024,-0.06852899295414308,0.039115568601226,0.8978101255101026,1.0054546870654717,FALSE
nba,linear,10,0.5,1,0,0.115,825,0.057236363636363634,0.10060606060606062,0.04336969696969697,0.017729167186409597,4.343577085455024,-0.03363830736539288,0.12037770130478681,0.023598056270970752,0.17761406494115045,FALSE
nba,linear,10,0.5,2,0.116,0.23,821,0.1704774665042631,0.19123020706455543,0.020752740560292336,0.023496025141941112,4.343577085455024,-0.08130405584551821,0.12280953696610288,0.08917341065874489,0.29328700347036596,FALSE
nba,linear,10,0.5,3,0.231,0.357,828,0.2923485547555704,0.3369565217391303,0.04460796698355999,0.02785240233793255,4.343577085455024,-0.07637108958635777,0.16558702355347774,0.21597746516921265,0.4579355783090482,FALSE
nba,linear,10,0.5,4,0.358,0.478,825,0.41762424242424245,0.41818181818181827,5.57575757575751e-4,0.029160045580859013,4.343577085455024,-0.12610133003826748,0.127216481553419,0.29152291238597494,0.5448407239776615,FALSE
nba,linear,10,0.5,5,0.479,0.591,831,0.5345559566787004,0.5812274368231046,0.04667148014440432,0.028957875434248635,4.343577085455024,-0.079109284035259,0.17245224432406764,0.45544667264344135,0.7070082010027681,FALSE
nba,linear,10,0.5,6,0.592,0.686,821,0.6393897685749087,0.6248477466504265,-0.014542021924482338,0.029495000074169445,4.343577085455024,-0.14265582838213897,0.11357178453317429,0.49673394019276973,0.752961553108083,FALSE
nba,linear,10,0.5,7,0.687,0.784,827,0.7362744860943168,0.7351874244256349,-0.0010870616686819714,0.02555122889299441,4.343577085455024,-0.11207079399350883,0.10989667065614489,0.624203692100808,0.8461711567504617,FALSE
nba,linear,10,0.5,8,0.785,0.868,830,0.8264677772593791,0.7951807228915663,-0.03128705436781293,0.022703496920108517,4.343577085455024,-0.129901443349695,0.06732733461406915,0.6965663339096841,0.8937951118734483,FALSE
nba,linear,10,0.5,9,0.869,0.941,821,0.907468940316687,0.8769792935444579,-0.03048964677222902,0.018989892975654843,4.343577085455024,-0.11297371075652671,0.051994417212068676,0.7944952295601603,0.9594633575287557,FALSE
nba,linear,10,0.5,10,0.942,1,836,0.972950956937799,0.9593301435406699,-0.013620813397129141,0.01119688011426792,4.343577085455024,-0.06225532529005032,0.03501369849579203,0.9106956316477487,1.007964655433591,FALSE
nba,linear,11,0.55,1,0.001,0.09087500000000004,826,0.04123878384304158,0.0750605326876513,0.03382174884460975,0.015044825341242416,4.343577085455024,-0.03152660976228388,0.09917010745150337,0.009712174080757703,0.14040889129454495,FALSE
nba,linear,11,0.55,2,0.09103571428571436,0.20788888888888887,826,0.14903645511935715,0.1864406779661016,0.03740422284674456,0.02324281208867414,4.343577085455024,-0.06355272314315746,0.13836116883664656,0.08548373197619968,0.2873976239560037,FALSE
nba,linear,11,0.55,3,0.20806896551724147,0.3346842105263154,827,0.27193930182571335,0.32406287787182586,0.05212357604611258,0.028443534143072297,4.343577085455024,-0.07142310708709386,0.175670259179319,0.20051619473861948,0.44760956100503235,FALSE
nba,linear,11,0.55,4,0.3347142857142857,0.4648,826,0.40119220920256876,0.4346246973365619,0.03343248813399299,0.028798146892027785,4.343577085455024,-0.09165448280978672,0.1585194590777727,0.30953772639278204,0.5597116682803415,FALSE
nba,linear,11,0.55,5,0.464875,0.5862499999999999,827,0.5269085112944595,0.5441354292623942,0.017226917967934744,0.029843743450517685,4.343577085455024,-0.11240168222793234,0.14685551816380182,0.41450682906652714,0.6737640294582613,FALSE
nba,linear,11,0.55,6,0.586333333333333,0.6981176470588232,826,0.6430207072876141,0.6464891041162227,0.0034683968286086933,0.02776735534400194,4.343577085455024,-0.11714125156728523,0.12407804522450262,0.5258794557203288,0.7670987525121167,FALSE
nba,linear,11,0.55,7,0.6982666666666665,0.7993076923076925,827,0.7512729874116861,0.7303506650544136,-0.020922322357272594,0.027489004832158527,4.343577085455024,-0.1403229338481988,0.09847828913365361,0.6109500535634873,0.8497512765453398,FALSE
