"game_id","season","starting_wp_favored","home_final","away_final","max_wp_loser","bin_idx","bin_center","bin_label"
400975668,2018,0.65,113,131,0.699,4,0.65,"p0=0.65"
400975667,2018,0.645,92,105,0.384,4,0.65,"p0=0.65"
400975665,2018,0.581,110,111,0.831,3,0.6,"p0=0.60"
400975666,2018,0.723,116,117,0.956,5,0.7,"p0=0.70"
400975663,2018,0.661,101,109,0.425,4,0.65,"p0=0.65"
400975664,2018,0.744,102,110,0.904,6,0.75,"p0=0.75"
400975661,2018,0.554,107,102,0.623,2,0.55,"p0=0.55"
400975662,2018,0.754,134,106,0.281,6,0.75,"p0=0.75"
400975659,2018,0.597,110,87,0.666,3,0.6,"p0=0.60"
400975660,2018,0.764,104,117,0.541,6,0.75,"p0=0.75"
400975658,2018,0.57,120,122,0.982,2,0.55,"p0=0.55"
400975657,2018,0.871,116,99,0.169,8,0.85,"p0=0.85"
400975656,2018,0.542,81,86,0.608,2,0.55,"p0=0.55"
400975655,2018,0.547,102,101,0.903,2,0.55,"p0=0.55"
400975653,2018,0.818,118,103,0.523,7,0.8,"p0=0.80"
400975654,2018,0.787,129,123,0.762,7,0.8,"p0=0.80"
400975652,2018,0.718,100,118,0.415,5,0.7,"p0=0.70"
400975651,2018,0.58,85,96,0.883,3,0.6,"p0=0.60"
400975650,2018,0.527,105,101,0.725,2,0.55,"p0=0.55"
400975648,2018,0.838,125,116,0.788,8,0.85,"p0=0.85"
400975649,2018,0.825,112,105,0.604,7,0.8,"p0=0.80"
400975643,2018,0.552,104,123,0.622,2,0.55,"p0=0.55"
400975644,2018,0.82,109,98,0.344,7,0.8,"p0=0.80"
400975645,2018,0.696,104,87,0.478,5,0.7,"p0=0.70"
400975646,2018,0.796,111,125,0.464,7,0.8,"p0=0.80"
400975647,2018,0.854,123,94,0.238,8,0.85,"p0=0.85"
400975641,2018,0.609,109,94,0.5,3,0.6,"p0=0.60"
400975642,2018,0.632,114,119,0.368,4,0.65,"p0=0.65"
400975640,2018,0.521,94,110,0.792,1,0.5,"p0=0.50"
400975639,2018,0.612,121,123,0.952,3,0.6,"p0=0.60"
400975638,2018,0.62,114,98,0.488,3,0.6,"p0=0.60"
400975637,2018,0.537,108,113,0.833,2,0.55,"p0=0.55"
400975634,2018,0.84,122,104,0.525,8,0.85,"p0=0.85"
400975635,2018,0.71,104,106,0.989,5,0.7,"p0=0.70"
400975636,2018,0.742,97,90,0.63,6,0.75,"p0=0.75"
400975633,2018,0.76,112,80,0.48,6,0.75,"p0=0.75"
400975631,2018,0.698,115,89,0.386,5,0.7,"p0=0.70"
400975632,2018,0.601,112,121,0.689,3,0.6,"p0=0.60"
400975630,2018,0.778,116,105,0.471,7,0.8,"p0=0.80"
400975629,2018,0.583,117,94,0.417,3,0.6,"p0=0.60"
400975626,2018,0.524,122,119,0.661,1,0.5,"p0=0.50"
400975627,2018,0.679,117,128,0.321,5,0.7,"p0=0.70"
400975628,2018,0.641,81,100,0.641,4,0.65,"p0=0.65"
400975623,2018,0.744,120,102,0.567,6,0.75,"p0=0.75"
400975624,2018,0.644,89,112,0.651,4,0.65,"p0=0.65"
400975625,2018,0.625,124,123,0.823,4,0.65,"p0=0.65"
