"game_id","season","starting_wp_favored","home_final","away_final","max_wp_loser"
401585821,2024,0.727,73,94,0.382
401585822,2024,0.627,106,125,0.646
401585823,2024,0.697,108,124,0.697
401585824,2024,0.916,123,71,0.088
401585825,2024,0.605,84,56,0.504
401585826,2024,0.807,123,116,0.653
401585827,2024,0.59,105,116,0.653
401585828,2024,0.907,109,73,0.112
401585814,2024,0.878,126,113,0.309
401585815,2024,0.819,110,120,0.967
401585816,2024,0.719,157,115,0.393
401585817,2024,0.897,112,91,0.255
401585818,2024,0.727,120,119,0.877
401585819,2024,0.746,103,79,0.652
401585820,2024,0.74,107,86,0.389
401585812,2024,0.872,109,110,0.957
401585813,2024,0.541,107,108,0.932
401585810,2024,0.527,109,114,0.807
401585811,2024,0.595,107,116,0.678
401585809,2024,0.897,89,107,0.912
401585804,2024,0.865,125,103,0.16
401585805,2024,0.726,95,94,1
401585806,2024,0.722,109,106,0.698
401585807,2024,0.857,125,107,0.194
401585808,2024,0.632,26,27,1
401585801,2024,0.698,131,96,0.402
401585802,2024,0.615,126,120,0.475
401585803,2024,0.704,111,107,0.852
401585799,2024,0.67,125,113,0.434
401585800,2024,0.58,127,129,0.835
401585797,2024,0.803,92,100,0.783
401585798,2024,0.517,123,135,0.483
401585796,2024,0.74,124,121,0.895
401585795,2024,0.758,109,118,0.792
401585794,2024,0.746,105,127,0.386
401585793,2024,0.762,108,124,0.759
401585792,2024,0.565,104,92,0.774
401585790,2024,0.52,116,97,0.639
401585791,2024,0.945,127,89,0.058
401585788,2024,0.878,106,102,0.743
401585789,2024,0.501,92,111,0.6
401585786,2024,0.929,110,98,0.434
401585783,2024,0.573,120,134,0.468
401585784,2024,0.657,92,105,0.657
401585785,2024,0.845,96,110,0.596
401585782,2024,0.773,90,108,0.266
401585777,2024,0.658,117,128,0.37
401585778,2024,0.597,118,106,0.512
401585779,2024,0.566,87,102,0.801
401585780,2024,0.951,130,121,0.626
401585781,2024,0.741,102,101,0.935
401585775,2024,0.644,111,117,0.852
401585776,2024,0.686,104,91,0.727
401585772,2024,0.868,104,130,0.167
401585773,2024,0.861,120,102,0.322
401585774,2024,0.864,77,89,0.511
401585771,2024,0.654,117,127,0.57
401585770,2024,0.866,118,110,0.237
401585769,2024,0.661,77,107,0.521
401585767,2024,0.512,109,122,0.834
401585768,2024,0.517,126,133,0.938
401585762,2024,0.986,124,107,0.128
401585763,2024,0.828,118,121,0.819
401585764,2024,0.692,96,85,0.308
401585765,2024,0.623,130,122,0.428
401585766,2024,0.649,93,95,0.882
401585761,2024,0.508,117,115,0.549
401585759,2024,0.727,147,136,0.978
401585760,2024,0.667,120,118,0.994
401585758,2024,0.745,142,110,0.315
401585757,2024,0.851,80,106,0.183
401585756,2024,0.814,113,103,0.987
401585755,2024,0.568,116,97,0.722
401585754,2024,0.858,131,102,0.142
401585753,2024,0.517,97,87,0.503
401585725,2024,0.516,108,106,0.619
401585747,2024,0.516,108,100,0.516
401585748,2024,0.503,104,119,0.665
401585749,2024,0.548,108,90,0.718
401585750,2024,0.874,111,117,0.928
401585751,2024,0.86,109,111,0.957
401585746,2024,0.943,99,100,1
401585743,2024,0.83,124,115,0.83
401585744,2024,0.536,126,112,0.734
401585745,2024,0.593,102,108,0.722
401585742,2024,0.603,102,100,0.823
401585741,2024,0.525,110,133,0.496
401585739,2024,0.717,105,109,0.924
401585740,2024,0.695,120,109,0.904
401585752,2024,0.824,109,95,0.457
401585738,2024,0.599,102,85,0.513
401585735,2024,0.757,92,101,0.887
401585736,2024,0.943,133,85,0.113
401585737,2024,0.679,108,117,0.84
401585732,2024,0.8,121,113,0.338
401585733,2024,0.886,135,100,0.199
401585734,2024,0.605,115,111,0.886
401585730,2024,0.525,86,87,0.623
401585731,2024,0.729,120,125,0.564
401585729,2024,0.59,109,95,0.736
401636114,2024,0.519,104,100,0.76
401585727,2024,0.881,110,105,0.661
401585728,2024,0.792,113,129,0.212
401585726,2024,0.708,113,106,0.705
401585721,2024,0.663,109,105,0.966
401585724,2024,0.551,109,99,0.522
401585722,2024,0.769,111,128,0.423
401585723,2024,0.764,117,113,0.821
401585719,2024,0.543,101,113,0.787
401585720,2024,0.609,111,124,0.636
401585715,2024,0.983,96,111,0.115
401585716,2024,0.567,108,110,0.93
401585717,2024,0.829,125,90,0.224
401585718,2024,0.901,104,103,0.568
401585714,2024,0.783,127,106,0.33
401585710,2024,0.588,112,113,0.94
401585711,2024,0.51,107,125,0.656
401585712,2024,0.702,101,109,0.774
401585713,2024,0.781,113,117,0.694
401585706,2024,0.511,104,116,0.489
401585707,2024,0.879,118,130,0.181
401585708,2024,0.701,120,135,0.299
401585709,2024,0.843,107,119,0.452
401585705,2024,0.529,130,101,0.619
401585704,2024,0.547,113,122,0.752
401585703,2024,0.816,118,88,0.241
401585702,2024,0.776,92,104,0.605
401585701,2024,0.596,103,107,0.909
401585700,2024,0.667,100,101,0.78
401585699,2024,0.563,98,111,0.613
401585696,2024,0.889,116,71,0.176
401585697,2024,0.579,128,103,0.576
401585698,2024,0.763,130,126,0.763
401585694,2024,0.556,125,108,0.773
401585695,2024,0.751,117,114,0.632
401585690,2024,0.879,97,115,0.209
401585691,2024,0.535,109,90,0.57
401585692,2024,0.52,50,54,0.833
401585693,2024,0.596,87,96,0.61
401585689,2024,0.618,107,100,0.523
401585688,2024,0.927,123,122,0.949
401585687,2024,0.538,97,104,0.583
401585686,2024,0.708,96,109,0.735
401585682,2024,0.601,125,99,0.686
401585683,2024,0.593,124,136,0.525
401585684,2024,0.917,106,91,0.456
401585685,2024,0.609,126,132,0.898
401585679,2024,0.822,120,106,0.347
401585680,2024,0.659,107,108,0.868
401585681,2024,0.83,101,145,0.17
401585676,2024,0.876,118,111,0.964
401585677,2024,0.569,93,101,0.634
401585678,2024,0.591,119,122,0.622
401585675,2024,0.518,96,132,0.64
401585674,2024,0.55,112,119,0.881
401585672,2024,0.588,92,113,0.619
401585671,2024,0.621,116,133,0.773
401585670,2024,0.715,108,96,0.356
401585668,2024,0.838,95,70,0.163
401585669,2024,0.616,96,102,0.724
401585665,2024,0.823,105,107,0.83
401585666,2024,0.858,110,92,0.66
401585667,2024,0.788,104,102,0.88
401585662,2024,0.904,120,116,0.998
401585663,2024,0.883,124,99,0.12
401585664,2024,0.633,88,96,0.649
401585661,2024,0.898,115,92,0.259
401585660,2024,0.548,150,145,0.792
401585658,2024,0.546,111,87,0.662
401585659,2024,0.557,114,110,0.816
401585657,2024,0.538,121,84,0.536
401585656,2024,0.792,107,121,0.804
401585655,2024,0.841,101,114,0.165
401585654,2024,0.774,71,78,0.527
401585650,2024,0.686,112,109,0.883
401585651,2024,0.724,113,124,0.473
401585652,2024,0.773,147,119,0.27
401585653,2024,0.76,106,131,0.243
401585649,2024,0.78,101,74,0.364
401585648,2024,0.638,107,109,0.79
401585647,2024,0.692,105,93,0.621
401585646,2024,0.726,101,94,0.742
401585644,2024,0.631,111,123,0.878
401585645,2024,0.836,99,120,0.179
401585641,2024,0.51,76,99,0.794
401585642,2024,0.704,104,91,0.65
401585643,2024,0.649,83,87,0.932
401585639,2024,0.905,102,129,0.248
401585640,2024,0.905,103,123,0.385
401585638,2024,0.735,128,115,0.697
401585637,2024,0.719,113,100,0.566
401585636,2024,0.851,113,97,0.335
401585634,2024,0.656,127,117,0.448
401585635,2024,0.745,115,108,0.728
401585632,2024,0.563,121,106,0.832
401585633,2024,0.712,107,99,0.759
