"game_id","season","starting_wp_favored","home_final","away_final","max_wp_loser"
401361038,2022,0.757,130,120,0.472
401361039,2022,0.697,141,146,0.993
401361041,2022,0.711,138,88,0.294
401361044,2022,0.566,107,128,0.73
401361048,2022,0.781,85,96,0.793
401361049,2022,0.879,80,111,0.301
401361043,2022,0.865,120,124,0.874
401361042,2022,0.802,110,136,0.213
401361045,2022,0.645,105,94,0.72
401361046,2022,0.74,125,111,0.813
401361047,2022,0.628,118,106,0.618
401361035,2022,0.849,134,126,0.392
401361036,2022,0.801,124,108,0.455
401361037,2022,0.653,133,115,0.347
401361040,2022,0.774,114,130,0.283
401361031,2022,0.853,117,98,0.147
401361034,2022,0.52,94,100,0.652
401361032,2022,0.71,136,96,0.368
401361033,2022,0.85,133,120,0.18
401361030,2022,0.586,120,101,0.666
401361029,2022,0.516,105,111,0.983
401361028,2022,0.962,128,78,0.043
401361026,2022,0.672,113,109,0.821
401361027,2022,0.51,117,133,0.54
401361024,2022,0.702,118,107,0.787
401361025,2022,0.875,117,115,0.893
401361022,2022,0.638,101,131,0.381
401361023,2022,0.505,92,114,0.828
401361021,2022,0.804,128,112,0.568
401361020,2022,0.535,114,96,0.711
401361018,2022,0.734,127,121,0.462
401361019,2022,0.91,127,94,0.169
401361016,2022,0.541,119,114,0.813
401361017,2022,0.614,127,121,0.81
401361015,2022,0.827,126,93,0.342
401361014,2022,0.729,113,109,0.324
401361013,2022,0.83,137,101,0.251
401361011,2022,0.711,118,103,0.501
401361012,2022,0.788,94,117,0.212
401361010,2022,0.516,98,110,0.978
401361009,2022,0.661,113,131,0.451
401361008,2022,0.893,121,110,0.331
401361007,2022,0.676,99,105,0.324
401361005,2022,0.808,97,116,0.832
401361006,2022,0.611,121,115,0.821
401361002,2022,0.621,106,127,0.462
401361003,2022,0.776,114,132,0.829
401361004,2022,0.709,98,92,0.994
401360999,2022,0.846,118,105,0.236
401361000,2022,0.598,144,115,0.687
401361001,2022,0.622,118,108,0.684
401360997,2022,0.747,122,131,0.395
401360998,2022,0.634,117,112,0.847
401360996,2022,0.562,119,100,0.539
401360995,2022,0.521,90,109,0.6
401360991,2022,0.664,109,114,0.888
401360992,2022,0.793,132,139,0.283
401360993,2022,0.743,117,96,0.905
