"game_id","season","starting_wp_favored","home_final","away_final","max_wp_loser"
"401220115",2020,0.59,24,21,0.586
"401220116",2020,0.636,27,17,0.371
"401220117",2020,0.672,17,26,0.446
"401220118",2020,0.735,27,17,0.357
"401220119",2020,0.536,35,32,0.885
"401220120",2020,0.548,44,34,0.548
"401220121",2020,0.571,26,15,0.771
"401220122",2020,0.655,28,31,0.637
"401220123",2020,0.519,22,12,0.717
"401220124",2020,0.733,24,0,0.327
"401220125",2020,0.764,27,33,0.617
"401220126",2020,0.646,29,21,0.36
"401220127",2020,0.564,28,17,0.774
"401220128",2020,0.627,23,31,0.562
"401220129",2020,0.668,19,7,0.68
"401220130",2020,0.587,9,38,0.48
"401220131",2020,0.7,21,11,0.415
"401220133",2020,0.673,12,18,0.678
"401220134",2020,0.64,36,20,0.548
"401220135",2020,0.516,20,17,0.795
"401220136",2020,0.505,6,33,0.516
"401220137",2020,0.666,23,17,0.795
"401220138",2020,0.75,10,18,0.755
"401220139",2020,0.697,3,20,0.505
"401220140",2020,0.715,27,30,0.88
"401220141",2020,0.503,28,37,0.757
"401220142",2020,0.704,28,31,0.968
"401220143",2020,0.569,10,30,0.558
"401220144",2020,0.612,13,31,0.388
"401220145",2020,0.717,23,16,0.771
"401220146",2020,0.817,27,3,0.21
"401220147",2020,0.699,38,6,0.422
"401220148",2020,0.671,24,28,0.877
"401220149",2020,0.876,40,14,0.167
"401220150",2020,0.68,24,30,0.917
"401220151",2020,0.853,34,17,0.367
"401220152",2020,0.802,27,13,0.202
"401220153",2020,0.605,20,34,0.716
"401220155",2020,0.554,34,37,0.896
"401220156",2020,0.801,27,17,0.838
"401220157",2020,0.614,33,25,0.686
"401220158",2020,0.639,31,20,0.723
"401220159",2020,0.636,7,30,0.65
"401220160",2020,0.528,17,19,0.583
"401220161",2020,0.567,13,16,0.808
"401220162",2020,0.661,42,47,0.793
"401220163",2020,0.625,35,30,0.509
"401220165",2020,0.621,10,7,0.496
"401220166",2020,0.505,32,23,0.613
"401220167",2020,0.52,22,17,0.665
"401220168",2020,0.631,34,20,0.719
"401220169",2020,0.556,6,16,0.714
"401220170",2020,0.644,19,14,0.425
"401220171",2020,0.719,36,10,0.338
"401220172",2020,0.572,38,7,0.446
"401220173",2020,0.656,28,21,0.767
"401220174",2020,0.62,28,24,0.979
